feature	factor	value	view
GDPD3	Factor1	-2.6208994809163845e-5	Human transcriptome
GDPD5	Factor1	-1.666674169522577e-4	Human transcriptome
GEM	Factor1	0.0017244994804457361	Human transcriptome
GEMIN2	Factor1	0.001613244968465401	Human transcriptome
GEMIN4	Factor1	0.012427057233075129	Human transcriptome
GEMIN5	Factor1	0.0036749298519349275	Human transcriptome
GEMIN6	Factor1	7.755451599677373e-4	Human transcriptome
GEMIN8	Factor1	5.350141515587217e-4	Human transcriptome
GEN1	Factor1	0.12554951587709237	Human transcriptome
GFI1	Factor1	4.767225272367364e-5	Human transcriptome
GFM1	Factor1	3.5713984888681227e-4	Human transcriptome
GFM2	Factor1	0.08668457454661853	Human transcriptome
GFOD1	Factor1	0.158463822207733	Human transcriptome
GFOD2	Factor1	0.008281711421055138	Human transcriptome
GFPT1	Factor1	6.275344425811223e-5	Human transcriptome
GGA1	Factor1	0.129561792218579	Human transcriptome
GGA2	Factor1	0.011164771810029485	Human transcriptome
GGA3	Factor1	8.850019715860266e-5	Human transcriptome
GGCT	Factor1	0.0014066382978329473	Human transcriptome
GGCX	Factor1	0.0070716353899009	Human transcriptome
GGNBP2	Factor1	0.28961424908943606	Human transcriptome
GGPS1	Factor1	8.398645938318025e-4	Human transcriptome
GGT6	Factor1	-6.963093010950806e-5	Human transcriptome
GGT7	Factor1	6.123035175770535e-4	Human transcriptome
GHDC	Factor1	5.262676433343288e-6	Human transcriptome
GHITM	Factor1	4.1268838616653603e-5	Human transcriptome
GID4	Factor1	-4.7640080069011843e-5	Human transcriptome
GID8	Factor1	0.23609565959070702	Human transcriptome
GIGYF1	Factor1	7.260413909611095e-4	Human transcriptome
GIGYF2	Factor1	0.18346155628202784	Human transcriptome
GIMAP1	Factor1	2.0645585955259025e-5	Human transcriptome
GIMAP2	Factor1	-1.8536516165598524e-5	Human transcriptome
GIMAP4	Factor1	1.3388995700198867e-5	Human transcriptome
GIMAP6	Factor1	-1.1856067945531932e-4	Human transcriptome
GIMAP7	Factor1	3.157674219446645e-6	Human transcriptome
GIMAP8	Factor1	-1.2672276991741182e-4	Human transcriptome
GIN1	Factor1	3.033102660311788e-4	Human transcriptome
GINM1	Factor1	0.025739106245255803	Human transcriptome
GINS2	Factor1	-6.387417306841059e-5	Human transcriptome
GIPC1	Factor1	0.2227970508882728	Human transcriptome
GIT1	Factor1	0.0017524605851107417	Human transcriptome
GIT2	Factor1	0.001274146381768842	Human transcriptome
GJA1	Factor1	-5.332221491876196e-4	Human transcriptome
GJB2	Factor1	-0.0066077888377999655	Human transcriptome
GJB3	Factor1	-8.87337650110449e-5	Human transcriptome
GJB5	Factor1	-1.2244814437487911e-5	Human transcriptome
GJB6	Factor1	-4.789217576630471e-4	Human transcriptome
GJC1	Factor1	-1.807917960085538e-4	Human transcriptome
GK	Factor1	-3.0116789064043354e-5	Human transcriptome
GK5	Factor1	0.011691057795136767	Human transcriptome
GLA	Factor1	2.983098626912993e-4	Human transcriptome
GLB1	Factor1	0.009976054857262379	Human transcriptome
GLB1L	Factor1	1.469334588305973e-4	Human transcriptome
GLCCI1	Factor1	1.8795826652558112e-4	Human transcriptome
GLCE	Factor1	9.264507136276712e-4	Human transcriptome
GLDC	Factor1	-7.082394910102275e-6	Human transcriptome
GLE1	Factor1	0.086193515439656615	Human transcriptome
GLG1	Factor1	0.3718627822015559	Human transcriptome
GLI3	Factor1	2.457621614028923e-4	Human transcriptome
GLIPR1	Factor1	-0.005273339026767575	Human transcriptome
GLIPR2	Factor1	0.0010874881879640271	Human transcriptome
GLIS2	Factor1	4.043337694866268e-4	Human transcriptome
GLMN	Factor1	2.3110671388355507e-4	Human transcriptome
GLMP	Factor1	0.013569182704468582	Human transcriptome
GLO1	Factor1	0.1924186181745531	Human transcriptome
GLOD4	Factor1	0.009019818334953522	Human transcriptome
GLRX	Factor1	-5.112965706454232e-5	Human transcriptome
GLRX2	Factor1	9.514661286298784e-4	Human transcriptome
GLRX3	Factor1	0.0010497397612029033	Human transcriptome
GLRX5	Factor1	-8.221115333699127e-6	Human transcriptome
GLS	Factor1	0.3964218571451506	Human transcriptome
GLT1D1	Factor1	-6.142099653192324e-6	Human transcriptome
GLT8D1	Factor1	0.1221701618438202	Human transcriptome
GLT8D2	Factor1	6.123141166738073e-4	Human transcriptome
GLTP	Factor1	-5.289559021431848e-6	Human transcriptome
GLTSCR1	Factor1	0.0020569361450059995	Human transcriptome
GLTSCR1L	Factor1	5.3027486449552716e-5	Human transcriptome
GLTSCR2	Factor1	0.6280359157463121	Human transcriptome
GLUD1	Factor1	0.09984578658956841	Human transcriptome
GLUL	Factor1	0.6304737898434839	Human transcriptome
GLYR1	Factor1	0.17000994185374266	Human transcriptome
GM2A	Factor1	0.012924254015008386	Human transcriptome
GMCL1	Factor1	0.005081181611027577	Human transcriptome
GMDS	Factor1	-4.5918994139853815e-5	Human transcriptome
GMDS-AS1	Factor1	3.6625484801840948e-6	Human transcriptome
GMEB1	Factor1	0.001382209449051477	Human transcriptome
GMEB2	Factor1	5.542450437378498e-4	Human transcriptome
GMFB	Factor1	4.376157606882954e-4	Human transcriptome
GMFG	Factor1	1.0194563474134263e-6	Human transcriptome
GMIP	Factor1	2.867743643424813e-5	Human transcriptome
GMNN	Factor1	9.74991468461078e-5	Human transcriptome
GMPPA	Factor1	-3.512048283798805e-4	Human transcriptome
GMPPB	Factor1	-1.0860689849519335e-4	Human transcriptome
GMPR	Factor1	1.9038654743754005e-7	Human transcriptome
GMPR2	Factor1	0.007229306927324024	Human transcriptome
GMPS	Factor1	0.1487308790035519	Human transcriptome
GNA11	Factor1	0.09857290814613638	Human transcriptome
GNA12	Factor1	6.107750615376213e-4	Human transcriptome
GNA13	Factor1	0.43176851409062617	Human transcriptome
GNA15	Factor1	0.001908945873121035	Human transcriptome
GNAI1	Factor1	0.005696918448091116	Human transcriptome
GNAI2	Factor1	0.038909782170151945	Human transcriptome
GNAI3	Factor1	0.16389115926996287	Human transcriptome
GNAQ	Factor1	0.2319927408455474	Human transcriptome
GNAS	Factor1	0.06463028329946416	Human transcriptome
GNB1	Factor1	0.24198021315485577	Human transcriptome
GNB2	Factor1	0.005064399019990327	Human transcriptome
GNB4	Factor1	-8.754960387184912e-5	Human transcriptome
GNB5	Factor1	-7.262401590037248e-5	Human transcriptome
GNE	Factor1	8.537797217860749e-4	Human transcriptome
GNG11	Factor1	6.759208701035274e-5	Human transcriptome
GNG12	Factor1	-0.0010501775336553797	Human transcriptome
GNG2	Factor1	2.1195858727908256e-4	Human transcriptome
GNG4	Factor1	-6.576512140146664e-5	Human transcriptome
GNL1	Factor1	0.12806514245850154	Human transcriptome
GNL2	Factor1	0.11687639798953874	Human transcriptome
GNL3	Factor1	0.001543799576968809	Human transcriptome
GNL3L	Factor1	3.807709973888195e-4	Human transcriptome
GNLY	Factor1	-3.0063739907230364e-7	Human transcriptome
GNPAT	Factor1	2.014145438134868e-5	Human transcriptome
GNPDA1	Factor1	0.01780178093800828	Human transcriptome
GNPDA2	Factor1	2.703317145894123e-5	Human transcriptome
GNPNAT1	Factor1	6.960711924327769e-4	Human transcriptome
GNPTAB	Factor1	0.018808926113460415	Human transcriptome
GNPTG	Factor1	0.010943111593598266	Human transcriptome
GNS	Factor1	0.3368655768030876	Human transcriptome
GOLGA1	Factor1	-2.4728122009378476e-5	Human transcriptome
GOLGA2	Factor1	0.2450925285521347	Human transcriptome
GOLGA2P5	Factor1	0.0010149385676556468	Human transcriptome
GOLGA3	Factor1	0.14729054606564512	Human transcriptome
GOLGA4	Factor1	-9.469475547167227e-4	Human transcriptome
GOLGA5	Factor1	1.5865853732247303e-5	Human transcriptome
GOLGA6L9	Factor1	0.0012395677235464014	Human transcriptome
GOLGA7	Factor1	6.681472531970505e-4	Human transcriptome
GOLGA7B	Factor1	-3.8050409505162218e-6	Human transcriptome
GOLGA8A	Factor1	0.2331030094466201	Human transcriptome
GOLGA8B	Factor1	0.18335057781668115	Human transcriptome
GOLGB1	Factor1	0.0185620107294563	Human transcriptome
GOLIM4	Factor1	0.00814125292934504	Human transcriptome
GOLM1	Factor1	3.145015661676794e-4	Human transcriptome
GOLPH3	Factor1	0.12347946304338443	Human transcriptome
GOLPH3L	Factor1	0.00400928068848242	Human transcriptome
GOLT1B	Factor1	0.09684738265973833	Human transcriptome
GON4L	Factor1	0.1805463934842999	Human transcriptome
GOPC	Factor1	0.17344312381971472	Human transcriptome
GORAB	Factor1	8.048870600090467e-4	Human transcriptome
GORASP1	Factor1	0.005495818281866028	Human transcriptome
GORASP2	Factor1	0.02690604494659343	Human transcriptome
GOSR1	Factor1	0.1416060009370874	Human transcriptome
GOSR2	Factor1	1.012166138332629e-4	Human transcriptome
GOT1	Factor1	0.017449397948495225	Human transcriptome
GOT2	Factor1	0.02192998197318011	Human transcriptome
GP6	Factor1	-2.8915070792202314e-5	Human transcriptome
GP9	Factor1	-1.9209992432046284e-5	Human transcriptome
GPAA1	Factor1	0.1341384194942827	Human transcriptome
GPALPP1	Factor1	2.791852675666579e-4	Human transcriptome
GPAM	Factor1	0.0012534735859760539	Human transcriptome
GPAT3	Factor1	-6.374650535989077e-5	Human transcriptome
GPAT4	Factor1	0.0067610698269377255	Human transcriptome
GPATCH1	Factor1	9.611825172784046e-4	Human transcriptome
GPATCH11	Factor1	0.004035705167530904	Human transcriptome
GPATCH2	Factor1	0.01538275626018204	Human transcriptome
GPATCH2L	Factor1	0.2368118613165139	Human transcriptome
GPATCH3	Factor1	0.001378418887096844	Human transcriptome
GPATCH4	Factor1	0.001762970532697363	Human transcriptome
GPATCH8	Factor1	0.20831575664463992	Human transcriptome
GPBAR1	Factor1	-1.0197585012775484e-5	Human transcriptome
GPBP1	Factor1	0.21295800550925328	Human transcriptome
GPBP1L1	Factor1	0.22055949912480388	Human transcriptome
GPC1	Factor1	-4.517385821960552e-4	Human transcriptome
GPC4	Factor1	6.568883293975102e-4	Human transcriptome
GPCPD1	Factor1	0.1619056038786848	Human transcriptome
GPD1L	Factor1	-5.613674147301186e-4	Human transcriptome
GPD2	Factor1	-1.4744217683579927e-4	Human transcriptome
GPHN	Factor1	0.0035621180870482523	Human transcriptome
GPI	Factor1	-0.007215929362393845	Human transcriptome
GPKOW	Factor1	2.3620774515030005e-4	Human transcriptome
GPN1	Factor1	0.007287057247396172	Human transcriptome
GPN2	Factor1	0.003597467669358367	Human transcriptome
GPN3	Factor1	0.0023356880136510606	Human transcriptome
GPNMB	Factor1	-1.3707168560024728e-5	Human transcriptome
GPR1	Factor1	2.615346665808653e-4	Human transcriptome
GPR107	Factor1	0.18353414271957022	Human transcriptome
GPR108	Factor1	0.07766134917659925	Human transcriptome
GPR132	Factor1	-1.3228344077209508e-5	Human transcriptome
GPR137	Factor1	3.8088129522910935e-4	Human transcriptome
GPR137B	Factor1	-4.052307759923616e-5	Human transcriptome
GPR153	Factor1	4.395406157885239e-4	Human transcriptome
GPR155	Factor1	5.529708730257956e-5	Human transcriptome
GPR157	Factor1	0.00664580176069787	Human transcriptome
GPR161	Factor1	1.9528759431564513e-4	Human transcriptome
GPR171	Factor1	1.1048255785785537e-5	Human transcriptome
GPR174	Factor1	2.0716019925921955e-5	Human transcriptome
GPR176	Factor1	-2.1960470696635965e-4	Human transcriptome
GPR18	Factor1	-3.589593058658847e-5	Human transcriptome
GPR180	Factor1	0.0011799215981857616	Human transcriptome
GPR183	Factor1	-1.2055436569583059e-4	Human transcriptome
GPR27	Factor1	-1.6969962856223507e-5	Human transcriptome
GPR65	Factor1	3.3330972623128515e-6	Human transcriptome
GPR68	Factor1	0.004439305414195855	Human transcriptome
GPRASP1	Factor1	3.5815362636278184e-4	Human transcriptome
GPRASP2	Factor1	2.7436137648577716e-4	Human transcriptome
GPRC5A	Factor1	-2.497474324755961e-5	Human transcriptome
GPRIN1	Factor1	-1.1287879176529085e-5	Human transcriptome
GPRIN3	Factor1	-1.6854908555631316e-4	Human transcriptome
GPS1	Factor1	0.010311026071202066	Human transcriptome
GPSM1	Factor1	1.953222699153162e-4	Human transcriptome
GPSM2	Factor1	3.664049109606726e-4	Human transcriptome
GPSM3	Factor1	-5.9545171014367374e-5	Human transcriptome
GPT2	Factor1	-5.429793930347951e-6	Human transcriptome
GPX1	Factor1	0.001019982530599066	Human transcriptome
GPX3	Factor1	0.09245047012044265	Human transcriptome
GPX4	Factor1	0.3750174945613583	Human transcriptome
GPX7	Factor1	7.866268164361863e-6	Human transcriptome
GPX8	Factor1	4.918258817437909e-4	Human transcriptome
GRAMD1A	Factor1	0.005906185439710075	Human transcriptome
GRAMD1C	Factor1	-4.002313384263327e-5	Human transcriptome
GRAMD3	Factor1	9.293122648109753e-4	Human transcriptome
GRAMD4	Factor1	0.08798505753600881	Human transcriptome
GRAP2	Factor1	1.0439936189507049e-5	Human transcriptome
GRB10	Factor1	0.009283713266803904	Human transcriptome
GRB2	Factor1	0.005174364803834958	Human transcriptome
GRB7	Factor1	-4.396408176313199e-5	Human transcriptome
GRHL1	Factor1	2.049884508324554e-4	Human transcriptome
GRHL2	Factor1	1.2063167617980889e-4	Human transcriptome
GRHL3	Factor1	1.311244127955509e-4	Human transcriptome
GRHPR	Factor1	0.09613495650586985	Human transcriptome
GRINA	Factor1	-0.001069632592781026	Human transcriptome
GRIPAP1	Factor1	0.09210267875386641	Human transcriptome
GRK2	Factor1	0.017006946220816496	Human transcriptome
GRK3	Factor1	5.714472475100284e-4	Human transcriptome
GRK5	Factor1	-0.003369275375230964	Human transcriptome
GRK6	Factor1	0.0016306649333708402	Human transcriptome
GRN	Factor1	0.03546374166009742	Human transcriptome
GRPEL1	Factor1	0.009461129869381772	Human transcriptome
GRPEL2	Factor1	0.004650044054358743	Human transcriptome
GRSF1	Factor1	0.26761921793388793	Human transcriptome
GRWD1	Factor1	0.0027107305057429945	Human transcriptome
GS1-124K5.11	Factor1	0.08896232470681677	Human transcriptome
GSAP	Factor1	1.7508768028859056e-4	Human transcriptome
GSDMC	Factor1	3.4751595966444053e-4	Human transcriptome
GSDMD	Factor1	0.003037794403706034	Human transcriptome
GSE1	Factor1	0.01261554062015339	Human transcriptome
GSK3A	Factor1	4.044697004658057e-5	Human transcriptome
GSK3B	Factor1	0.2995546946924415	Human transcriptome
GSKIP	Factor1	0.0011830825083808552	Human transcriptome
GSN	Factor1	-0.02065961331910072	Human transcriptome
GSPT1	Factor1	0.397881276498483	Human transcriptome
GSR	Factor1	0.27397935649095945	Human transcriptome
GSS	Factor1	2.7087463953184295e-4	Human transcriptome
GSTA4	Factor1	0.013512830909946615	Human transcriptome
GSTK1	Factor1	2.1419502128594076e-4	Human transcriptome
GSTM1	Factor1	9.994831655870983e-4	Human transcriptome
GSTM2	Factor1	3.853799123661379e-4	Human transcriptome
GSTM3	Factor1	0.0021011925211942514	Human transcriptome
GSTM4	Factor1	6.48568771521114e-5	Human transcriptome
GSTO1	Factor1	1.4307673443519937e-6	Human transcriptome
GSTP1	Factor1	0.5856791146472106	Human transcriptome
GSTZ1	Factor1	0.002696924249014511	Human transcriptome
GTDC1	Factor1	8.734076022192488e-4	Human transcriptome
GTF2A1	Factor1	0.09168937150441657	Human transcriptome
GTF2A2	Factor1	0.020299674646388478	Human transcriptome
GTF2B	Factor1	0.004754502157480419	Human transcriptome
GTF2E1	Factor1	0.005541557746185589	Human transcriptome
GTF2E2	Factor1	3.9402788986235007e-4	Human transcriptome
GTF2F1	Factor1	0.01600696154576057	Human transcriptome
GTF2F2	Factor1	0.011002140847549807	Human transcriptome
GTF2H1	Factor1	-4.5390936396581074e-5	Human transcriptome
GTF2H3	Factor1	0.0011689459181618259	Human transcriptome
GTF2H5	Factor1	0.0013390547828597105	Human transcriptome
GTF2I	Factor1	0.0994929210260497	Human transcriptome
GTF2IP4	Factor1	3.6746833508791816e-4	Human transcriptome
GTF2IRD1	Factor1	-9.839973347203049e-6	Human transcriptome
GTF3A	Factor1	0.009856214964359164	Human transcriptome
GTF3C1	Factor1	0.4054600691081726	Human transcriptome
GTF3C2	Factor1	0.012317449997489958	Human transcriptome
GTF3C3	Factor1	0.12388535692853724	Human transcriptome
GTF3C4	Factor1	0.28480799873029927	Human transcriptome
GTF3C5	Factor1	0.009394714980234194	Human transcriptome
GTF3C6	Factor1	0.001060285432430544	Human transcriptome
GTPBP1	Factor1	5.729502610607164e-5	Human transcriptome
GTPBP10	Factor1	0.00553441908363875	Human transcriptome
GTPBP2	Factor1	4.475263267533546e-4	Human transcriptome
GTPBP3	Factor1	0.0028352738065595476	Human transcriptome
GTPBP4	Factor1	0.1785794262636337	Human transcriptome
GUCD1	Factor1	0.18101502393838764	Human transcriptome
GUCY1A3	Factor1	-3.320643778201616e-6	Human transcriptome
GUCY1B3	Factor1	-5.937128001651949e-6	Human transcriptome
GUF1	Factor1	2.9624095673074585e-5	Human transcriptome
GUK1	Factor1	0.17658939111892355	Human transcriptome
GULP1	Factor1	8.495098583775769e-4	Human transcriptome
GUSB	Factor1	8.793716938567053e-4	Human transcriptome
GUSBP11	Factor1	4.301921632060075e-5	Human transcriptome
GVINP1	Factor1	-3.26929143851704e-6	Human transcriptome
GXYLT1	Factor1	4.185427148356305e-4	Human transcriptome
GXYLT2	Factor1	7.58369993645772e-5	Human transcriptome
GYG1	Factor1	3.101932517236374e-5	Human transcriptome
GYPB	Factor1	1.6645435505878028e-5	Human transcriptome
GYPC	Factor1	7.675161193766057e-6	Human transcriptome
GYS1	Factor1	-2.6465529235990894e-4	Human transcriptome
GZF1	Factor1	2.3056350107402676e-4	Human transcriptome
GZMA	Factor1	9.234949788898634e-8	Human transcriptome
GZMB	Factor1	-3.2595643139253446e-7	Human transcriptome
GZMH	Factor1	-5.123781855362097e-7	Human transcriptome
GZMK	Factor1	7.83309350874914e-6	Human transcriptome
GZMM	Factor1	1.3678195599273693e-5	Human transcriptome
H1F0	Factor1	0.0032241260114821936	Human transcriptome
H1FX	Factor1	0.08713499324267143	Human transcriptome
H2AFJ	Factor1	3.4754008727992924e-4	Human transcriptome
H2AFV	Factor1	0.03058369975262331	Human transcriptome
H2AFX	Factor1	9.676651176879236e-4	Human transcriptome
H2AFY	Factor1	0.5424521658784782	Human transcriptome
H2AFY2	Factor1	3.3434406717038485e-4	Human transcriptome
H2AFZ	Factor1	0.11511139469970617	Human transcriptome
H3F3A	Factor1	9.699505670764853e-4	Human transcriptome
H3F3B	Factor1	0.9914178249512514	Human transcriptome
H6PD	Factor1	0.26380533670969103	Human transcriptome
HABP4	Factor1	8.57172380961609e-5	Human transcriptome
HACD2	Factor1	6.156760390541851e-4	Human transcriptome
HACD3	Factor1	0.32027364639411315	Human transcriptome
HACD4	Factor1	-1.1790875348859199e-4	Human transcriptome
HACE1	Factor1	0.009488584559066935	Human transcriptome
HACL1	Factor1	8.118887800036563e-4	Human transcriptome
HADH	Factor1	0.08779880707135153	Human transcriptome
HADHA	Factor1	0.65993845224962	Human transcriptome
HADHB	Factor1	0.011923198500921555	Human transcriptome
HAGH	Factor1	2.060718536817632e-4	Human transcriptome
HAL	Factor1	8.297112699223269e-6	Human transcriptome
HARS	Factor1	0.0186509277117414	Human transcriptome
HARS2	Factor1	0.0012750253989160221	Human transcriptome
HAS2	Factor1	-8.966827945114864e-4	Human transcriptome
HAS3	Factor1	0.001184218687005697	Human transcriptome
HAT1	Factor1	0.08681172809543859	Human transcriptome
HAUS1	Factor1	1.1603946467521174e-4	Human transcriptome
HAUS2	Factor1	1.343828549537784e-4	Human transcriptome
HAUS3	Factor1	1.4427768802290035e-4	Human transcriptome
HAUS4	Factor1	1.1463919184473363e-4	Human transcriptome
HAUS5	Factor1	7.732911603468845e-4	Human transcriptome
HAUS6	Factor1	0.07799666704004558	Human transcriptome
HAUS8	Factor1	4.527471508440582e-5	Human transcriptome
HAVCR2	Factor1	4.19666032840996e-6	Human transcriptome
HAX1	Factor1	0.0015679821491494527	Human transcriptome
HBA1	Factor1	5.087410542767136e-6	Human transcriptome
HBA2	Factor1	1.7325595973998366e-6	Human transcriptome
HBB	Factor1	5.025646037464614e-7	Human transcriptome
HBEGF	Factor1	-0.003528631250277104	Human transcriptome
HBG2	Factor1	-2.524157101770589e-7	Human transcriptome
HBM	Factor1	5.89761549196398e-6	Human transcriptome
HBP1	Factor1	0.1269903775012057	Human transcriptome
HBS1L	Factor1	5.830799022847595e-4	Human transcriptome
HCAR2	Factor1	7.269732522884026e-5	Human transcriptome
HCAR3	Factor1	-1.1662966322230839e-5	Human transcriptome
HCCS	Factor1	0.0023928339254588224	Human transcriptome
HCFC1	Factor1	0.0038881904977381195	Human transcriptome
HCFC1R1	Factor1	0.005884541470696141	Human transcriptome
HCFC2	Factor1	0.01618399218814511	Human transcriptome
HCG11	Factor1	2.6230357072267347e-4	Human transcriptome
HCG18	Factor1	1.429025320393627e-4	Human transcriptome
HCG22	Factor1	-7.63160017054608e-5	Human transcriptome
HCG27	Factor1	-4.275493234426735e-5	Human transcriptome
HCK	Factor1	-1.0731722347741045e-5	Human transcriptome
HCLS1	Factor1	-0.019214269669444575	Human transcriptome
HCN2	Factor1	5.684677599132978e-4	Human transcriptome
HCP5	Factor1	1.4144521033067074e-4	Human transcriptome
HCST	Factor1	1.154238720007619e-5	Human transcriptome
HDAC1	Factor1	0.06421287418920046	Human transcriptome
HDAC11	Factor1	0.004118771516580738	Human transcriptome
HDAC2	Factor1	0.018974255043065515	Human transcriptome
HDAC3	Factor1	0.017274330552791053	Human transcriptome
HDAC4	Factor1	8.833743885535512e-5	Human transcriptome
HDAC5	Factor1	3.150063630602523e-4	Human transcriptome
HDAC6	Factor1	0.14057586628103536	Human transcriptome
HDAC7	Factor1	0.014216211779518203	Human transcriptome
HDAC8	Factor1	0.004398256761631279	Human transcriptome
HDAC9	Factor1	1.2068978867038738e-4	Human transcriptome
HDDC2	Factor1	0.007021368578908831	Human transcriptome
HDGF	Factor1	0.28842209886880826	Human transcriptome
HDHD3	Factor1	0.0011693402021450729	Human transcriptome
HDLBP	Factor1	0.006698586910256539	Human transcriptome
HEATR1	Factor1	0.2635894674852294	Human transcriptome
HEATR3	Factor1	7.503271215204482e-4	Human transcriptome
HEATR5A	Factor1	4.641148552541802e-4	Human transcriptome
HEATR5B	Factor1	0.013557760860648766	Human transcriptome
HEATR6	Factor1	0.010049970274946519	Human transcriptome
HEBP1	Factor1	5.5506769734695965e-5	Human transcriptome
HEBP2	Factor1	0.01955102920826999	Human transcriptome
HECA	Factor1	0.28277803842916066	Human transcriptome
HECTD1	Factor1	0.6773261549096805	Human transcriptome
HECTD3	Factor1	1.5071032436380223e-4	Human transcriptome
HECTD4	Factor1	0.04712713865698609	Human transcriptome
HECW2	Factor1	-0.0011463355047938745	Human transcriptome
HEG1	Factor1	-0.005338733663348627	Human transcriptome
HELB	Factor1	6.747409958669915e-4	Human transcriptome
HELLS	Factor1	8.707548427238976e-4	Human transcriptome
HELQ	Factor1	-1.4929976792433914e-4	Human transcriptome
HELZ	Factor1	0.01124767895563513	Human transcriptome
HELZ2	Factor1	0.005682868085264207	Human transcriptome
HEMGN	Factor1	-2.8632268814216034e-6	Human transcriptome
HEMK1	Factor1	0.010455138289159008	Human transcriptome
HEPHL1	Factor1	-0.00201670449644537	Human transcriptome
HERC1	Factor1	0.01304515678000417	Human transcriptome
HERC2	Factor1	0.14955646317836338	Human transcriptome
HERC2P2	Factor1	0.13972630910690506	Human transcriptome
HERC2P9	Factor1	8.44880323944153e-5	Human transcriptome
HERC3	Factor1	1.5049276332088709e-5	Human transcriptome
HERC4	Factor1	0.17191042165918374	Human transcriptome
HERC5	Factor1	5.576718980898841e-4	Human transcriptome
HERC6	Factor1	3.985371400088264e-4	Human transcriptome
HERPUD1	Factor1	1.2426832200272163e-4	Human transcriptome
HERPUD2	Factor1	2.1603785050702895e-5	Human transcriptome
HES1	Factor1	9.375808738409652e-4	Human transcriptome
HES2	Factor1	2.0151017047752198e-4	Human transcriptome
HEXA	Factor1	0.002004654749290409	Human transcriptome
HEXB	Factor1	0.011718399597825167	Human transcriptome
HEXDC	Factor1	0.001019443706684284	Human transcriptome
HEXIM1	Factor1	0.14006639293458503	Human transcriptome
HGF	Factor1	-1.6188759472588587e-5	Human transcriptome
HGH1	Factor1	0.002608173142009475	Human transcriptome
HGS	Factor1	0.011291517199308465	Human transcriptome
HGSNAT	Factor1	0.18779907496364204	Human transcriptome
HHEX	Factor1	1.6935730773229784e-5	Human transcriptome
HIBADH	Factor1	0.0010364574593851347	Human transcriptome
HIBCH	Factor1	0.002449281311358435	Human transcriptome
HIC1	Factor1	-3.414233308641562e-4	Human transcriptome
HIC2	Factor1	0.0036820805371820904	Human transcriptome
HIF1A	Factor1	0.8986335851993212	Human transcriptome
HIF1AN	Factor1	5.075949425987664e-4	Human transcriptome
HIGD1A	Factor1	5.996395750405727e-5	Human transcriptome
HIGD2A	Factor1	0.02103841065713436	Human transcriptome
HIKESHI	Factor1	0.002321526543940473	Human transcriptome
HILPDA	Factor1	0.0014293748975296595	Human transcriptome
HINFP	Factor1	0.009392666835038229	Human transcriptome
HINT1	Factor1	0.25586448627947705	Human transcriptome
HINT3	Factor1	0.004665539093020555	Human transcriptome
HIP1	Factor1	0.0019543400111861793	Human transcriptome
HIP1R	Factor1	0.012782010806304528	Human transcriptome
HIPK1	Factor1	0.24246271635464245	Human transcriptome
HIPK2	Factor1	0.2516390712683642	Human transcriptome
HIPK3	Factor1	0.41669787794471613	Human transcriptome
HIRIP3	Factor1	6.338910614733025e-5	Human transcriptome
HIST1H1C	Factor1	3.0527846445120555e-4	Human transcriptome
HIST1H1D	Factor1	-7.997374669513721e-5	Human transcriptome
HIST1H1E	Factor1	-1.8411631844275712e-4	Human transcriptome
HIST1H2AC	Factor1	2.4988607746058454e-5	Human transcriptome
HIST1H2AG	Factor1	9.308330532406055e-5	Human transcriptome
HIST1H2BC	Factor1	7.220657047853493e-5	Human transcriptome
HIST1H2BD	Factor1	0.0021929219012581567	Human transcriptome
HIST1H2BG	Factor1	5.744155305414241e-5	Human transcriptome
HIST1H2BH	Factor1	-1.2267743865407616e-4	Human transcriptome
HIST1H2BJ	Factor1	5.146111911775237e-5	Human transcriptome
HIST1H2BK	Factor1	3.4084473645854256e-4	Human transcriptome
HIST1H3E	Factor1	2.0164289441448953e-4	Human transcriptome
HIST1H3H	Factor1	4.755705716673256e-5	Human transcriptome
HIST1H4C	Factor1	-9.483947535955576e-5	Human transcriptome
HIST1H4H	Factor1	6.639528429440108e-4	Human transcriptome
HIST1H4I	Factor1	2.848136140656347e-4	Human transcriptome
HIST2H2BE	Factor1	1.1559826697680347e-5	Human transcriptome
HIVEP1	Factor1	0.21766670954078496	Human transcriptome
HIVEP2	Factor1	0.16762151080852702	Human transcriptome
HIVEP3	Factor1	-3.3986221816618367e-5	Human transcriptome
HK1	Factor1	0.04528830264727925	Human transcriptome
HK2	Factor1	1.2190176618125952e-5	Human transcriptome
HK3	Factor1	-5.226474399904928e-6	Human transcriptome
HKR1	Factor1	0.09470289357519712	Human transcriptome
HLA-A	Factor1	0.16894775175350396	Human transcriptome
HLA-B	Factor1	-0.022701850389457823	Human transcriptome
HLA-C	Factor1	0.005412719276566432	Human transcriptome
HLA-DMA	Factor1	5.7377156633554546e-5	Human transcriptome
HLA-DMB	Factor1	-7.721384218052454e-6	Human transcriptome
HLA-DOA	Factor1	-1.3368044203282537e-5	Human transcriptome
HLA-DPA1	Factor1	-1.298780400192967e-4	Human transcriptome
HLA-DPB1	Factor1	-4.027574537256376e-5	Human transcriptome
HLA-DQA1	Factor1	8.34328011262977e-5	Human transcriptome
HLA-DQB1	Factor1	0.021278201500839096	Human transcriptome
HLA-DRA	Factor1	-1.9149370582869523e-4	Human transcriptome
