group	factor	Human transcriptome
Blood_EoE	Factor1	2.5514237211575863
Blood_EoE	Factor2	0.8079166380798086
Blood_EoE	Factor3	0.4438847738720497
Esophagus_ESCs_Control	Factor1	2.626804355932566
Esophagus_ESCs_Control	Factor2	0.22390841047699173
Esophagus_ESCs_Control	Factor3	0.12546517702685112
