x	y	value	x_condition	y_condition
GSM4735791	GSM1022678	0.8140554497759529	Blood_GERD	Esophagus_EoE
GSM4735792	GSM1022678	0.8145809513747925	Blood_EoE	Esophagus_EoE
GSM4735793	GSM1022678	0.8115592552420334	Blood_EoE	Esophagus_EoE
GSM4735794	GSM1022678	0.7781619485339143	Blood_EoE	Esophagus_EoE
GSM4735795	GSM1022678	0.8642334528887737	Esophagus_EoE	Esophagus_EoE
GSM4735796	GSM1022678	0.8568975128670784	Esophagus_Control	Esophagus_EoE
GSM4735797	GSM1022678	0.8516186558604059	Esophagus_EoE	Esophagus_EoE
GSM4735798	GSM1022678	0.8453265119998026	Esophagus_GERD	Esophagus_EoE
GSM4735799	GSM1022678	0.8741114209010875	Esophagus_GERD	Esophagus_EoE
GSM4735800	GSM1022678	0.8692940587449933	Esophagus_GERD	Esophagus_EoE
GSM4735801	GSM1022678	0.8516186558604059	Esophagus_GERD	Esophagus_EoE
GSM4735802	GSM1022678	0.8548657143938744	Esophagus_EoE	Esophagus_EoE
GSM4735803	GSM1022678	0.8531318261525751	Esophagus_EoE	Esophagus_EoE
GSM4735804	GSM1022678	0.8657233138137215	Esophagus_EoE	Esophagus_EoE
GSM5282507	GSM1022678	0.12192918695413912	Blood_EoE	Esophagus_EoE
GSM5282508	GSM1022678	0.12186510708902842	Blood_EoE	Esophagus_EoE
GSM5282509	GSM1022678	0.11701808606555597	Blood_EoE	Esophagus_EoE
GSM5282510	GSM1022678	0.23785908483915386	Blood_EoE	Esophagus_EoE
GSM5282511	GSM1022678	0.2743990143938382	Blood_EoE	Esophagus_EoE
GSM5282512	GSM1022678	0.12576407785536214	Blood_EoE	Esophagus_EoE
GSM5282513	GSM1022678	0.13765571906665208	Blood_EoE	Esophagus_EoE
GSM5282514	GSM1022678	0.12492423287116239	Blood_EoE	Esophagus_EoE
GSM5282515	GSM1022678	0.11227854086512201	Blood_EoE	Esophagus_EoE
GSM5282516	GSM1022678	0.28114590672841777	Blood_EoE	Esophagus_EoE
GSM5282517	GSM1022678	0.23468683829233827	Blood_EoE	Esophagus_EoE
GSM5282518	GSM1022678	0.11805240022133934	Blood_EoE	Esophagus_EoE
GSM5282519	GSM1022678	0.27530980634283586	Blood_EoE	Esophagus_EoE
GSM5282520	GSM1022678	0.2584145842314709	Blood_EoE	Esophagus_EoE
GSM5282521	GSM1022678	0.22038801975164413	Blood_EoE	Esophagus_EoE
GSM5282522	GSM1022678	0.2245300238671003	Blood_EoE	Esophagus_EoE
GSM5282523	GSM1022678	0.11001020854630372	Blood_EoE	Esophagus_EoE
GSM5282524	GSM1022678	0.11427247896607895	Blood_EoE	Esophagus_EoE
GSM5282525	GSM1022678	0.11804118476176595	Blood_EoE	Esophagus_EoE
GSM5282526	GSM1022678	0.1257988367921713	Blood_EoE	Esophagus_EoE
GSM5282527	GSM1022678	0.11602375225803052	Blood_EoE	Esophagus_EoE
GSM5282528	GSM1022678	0.12234437749446903	Blood_EoE	Esophagus_EoE
GSM5282529	GSM1022678	0.11355889423847398	Blood_EoE	Esophagus_EoE
GSM5282530	GSM1022678	0.19603299039917632	Blood_EoE	Esophagus_EoE
GSM5282531	GSM1022678	0.20801286459055457	Blood_EoE	Esophagus_EoE
GSM5282532	GSM1022678	0.1291543339372273	Blood_EoE	Esophagus_EoE
GSM5282533	GSM1022678	0.1186754290215214	Blood_EoE	Esophagus_EoE
GSM5282534	GSM1022678	0.12608449157534551	Blood_EoE	Esophagus_EoE
GSM5282535	GSM1022678	0.11714212217151376	Blood_EoE	Esophagus_EoE
GSM5282536	GSM1022678	0.12086037253660753	Blood_EoE	Esophagus_EoE
GSM4818000	GSM1022678	0.6718155393214471	Blood_IBD	Esophagus_EoE
GSM4818001	GSM1022678	0.08973766868908162	Blood_IBD	Esophagus_EoE
GSM4818002	GSM1022678	0.09409759653534655	Blood_IBD	Esophagus_EoE
GSM4818003	GSM1022678	0.33534761899257115	Blood_IBD	Esophagus_EoE
GSM4818004	GSM1022678	0.08532315362599652	Blood_IBD	Esophagus_EoE
GSM4818005	GSM1022678	0.8492922345927219	Blood_IBD	Esophagus_EoE
GSM4818006	GSM1022678	0.07022539958107887	Blood_IBD	Esophagus_EoE
GSM4818007	GSM1022678	0.37011527899733043	Blood_IBD	Esophagus_EoE
GSM4818008	GSM1022678	0.09832293960517491	Blood_IBD	Esophagus_EoE
GSM4818009	GSM1022678	0.07298349246831226	Blood_IBD	Esophagus_EoE
GSM4818010	GSM1022678	0.08066927052848061	Blood_IBD	Esophagus_EoE
GSM4818011	GSM1022678	0.0882862512283269	Blood_IBD	Esophagus_EoE
GSM4818012	GSM1022678	0.12324564582510433	Blood_IBD	Esophagus_EoE
GSM4818013	GSM1022678	0.08515219314663725	Blood_IBD	Esophagus_EoE
GSM4818014	GSM1022678	0.09879963439923856	Blood_IBD	Esophagus_EoE
GSM4818015	GSM1022678	0.08934282302649976	Blood_IBD	Esophagus_EoE
GSM4818016	GSM1022678	0.08943399996763846	Blood_IBD	Esophagus_EoE
GSM4818017	GSM1022678	0.686797530059778	Blood_IBD	Esophagus_EoE
GSM4818018	GSM1022678	0.7706162301029211	Blood_IBD	Esophagus_EoE
GSM4818019	GSM1022678	0.789310276225749	Blood_IBD	Esophagus_EoE
GSM4818020	GSM1022678	0.8394670074250535	Blood_IBD	Esophagus_EoE
GSM4818021	GSM1022678	0.10265869358462665	Blood_IBD	Esophagus_EoE
GSM4818022	GSM1022678	0.7073215910055191	Blood_IBD	Esophagus_EoE
GSM4818023	GSM1022678	0.38453171583465684	Blood_IBD	Esophagus_EoE
GSM1701327	GSM1022678	0.21326698574098746	Blood_IBD	Esophagus_EoE
GSM1701328	GSM1022678	0.5794388863394422	Blood_IBD	Esophagus_EoE
GSM1701329	GSM1022678	0.09111293265660958	Blood_IBD	Esophagus_EoE
GSM1701330	GSM1022678	0.09323036423965692	Blood_IBD	Esophagus_EoE
GSM1701331	GSM1022678	0.8024236972661997	Blood_IBD	Esophagus_EoE
GSM1701332	GSM1022678	0.2849122721965315	Blood_IBD	Esophagus_EoE
GSM1701333	GSM1022678	0.4605308878443308	Blood_IBD	Esophagus_EoE
GSM1701334	GSM1022678	0.5446048584789488	Blood_IBD	Esophagus_EoE
GSM1701335	GSM1022678	0.1259002305803537	Blood_IBD	Esophagus_EoE
GSM1701336	GSM1022678	0.2328788597998771	Blood_IBD	Esophagus_EoE
GSM1701337	GSM1022678	0.3743859267190329	Blood_Control	Esophagus_EoE
GSM1701338	GSM1022678	0.11175441595345015	Blood_Control	Esophagus_EoE
GSM1701339	GSM1022678	0.45811825419389396	Blood_Control	Esophagus_EoE
GSM1701340	GSM1022678	0.08034034461708284	Blood_Control	Esophagus_EoE
GSM1701341	GSM1022678	0.08496078645633953	Blood_IBD	Esophagus_EoE
GSM1701342	GSM1022678	0.07495756245327045	Blood_IBD	Esophagus_EoE
GSM1701343	GSM1022678	0.06828544821501015	Blood_IBD	Esophagus_EoE
GSM1701344	GSM1022678	0.09141553167973171	Blood_IBD	Esophagus_EoE
GSM1701345	GSM1022678	0.07113995228221781	Blood_IBD	Esophagus_EoE
GSM1701346	GSM1022678	0.0671479172828382	Blood_IBD	Esophagus_EoE
GSM1701347	GSM1022678	0.08999781845344756	Blood_IBD	Esophagus_EoE
GSM1701348	GSM1022678	0.09190199173291858	Blood_IBD	Esophagus_EoE
GSM1701349	GSM1022678	0.08307145921288772	Blood_IBD	Esophagus_EoE
GSM1701350	GSM1022678	0.08790233238887801	Blood_IBD	Esophagus_EoE
GSM1701351	GSM1022678	0.09028024126364687	Blood_Control	Esophagus_EoE
GSM1701352	GSM1022678	0.0875518512510397	Blood_Control	Esophagus_EoE
GSM1701353	GSM1022678	0.09079796127186068	Blood_Control	Esophagus_EoE
GSM1701354	GSM1022678	0.09014645436968804	Blood_Control	Esophagus_EoE
GSM3496511	GSM1022678	0.7820634537100515	Blood_IBD	Esophagus_EoE
GSM3496512	GSM1022678	0.09174920846810031	Blood_IBD	Esophagus_EoE
GSM3496513	GSM1022678	0.07551932928373273	Blood_IBD	Esophagus_EoE
GSM3496514	GSM1022678	0.055433380706850555	Blood_IBD	Esophagus_EoE
GSM3496515	GSM1022678	0.028085970254644987	Blood_IBD	Esophagus_EoE
GSM3496516	GSM1022678	0.04074118992079423	Blood_IBD	Esophagus_EoE
GSM3496517	GSM1022678	0.04203139994074234	Blood_IBD	Esophagus_EoE
GSM3496518	GSM1022678	0.04323092835253661	Blood_IBD	Esophagus_EoE
GSM3496519	GSM1022678	0.0386457235804909	Blood_IBD	Esophagus_EoE
GSM3496520	GSM1022678	0.3257539128876502	Blood_Control	Esophagus_EoE
GSM3496521	GSM1022678	0.13838050124265233	Blood_Control	Esophagus_EoE
GSM3496522	GSM1022678	0.07762335352684346	Blood_Control	Esophagus_EoE
GSM3496523	GSM1022678	0.036918990642384686	Blood_Control	Esophagus_EoE
GSM3496524	GSM1022678	0.07658803149979931	Blood_Control	Esophagus_EoE
GSM3496525	GSM1022678	0.058606851956789274	Blood_Control	Esophagus_EoE
GSM3496526	GSM1022678	0.05328069444908545	Blood_Control	Esophagus_EoE
GSM3496527	GSM1022678	0.03370844486569913	Blood_Control	Esophagus_EoE
GSM3496528	GSM1022678	0.09405497177291056	Blood_Control	Esophagus_EoE
GSM3496529	GSM1022678	0.10241111267537661	Blood_IBD	Esophagus_EoE
GSM3496530	GSM1022678	0.10947850174635632	Blood_IBD	Esophagus_EoE
GSM3496531	GSM1022678	0.06856223770006586	Blood_IBD	Esophagus_EoE
GSM3496532	GSM1022678	0.05575767069807258	Blood_IBD	Esophagus_EoE
GSM3496533	GSM1022678	0.0970358874481363	Blood_IBD	Esophagus_EoE
GSM3496534	GSM1022678	0.06074788544943399	Blood_IBD	Esophagus_EoE
GSM3496535	GSM1022678	0.05256553184962953	Blood_IBD	Esophagus_EoE
GSM3496536	GSM1022678	0.037659445278571346	Blood_IBD	Esophagus_EoE
GSM3496537	GSM1022678	0.14826520085169292	Blood_IBD	Esophagus_EoE
GSM3496538	GSM1022678	0.04612992382031611	Blood_IBD	Esophagus_EoE
GSM4559002	GSM1022678	0.8379819177491366	Blood_Control	Esophagus_EoE
GSM4559003	GSM1022678	0.876783082062639	Blood_Control	Esophagus_EoE
GSM4559004	GSM1022678	0.870372049983336	Blood_Control	Esophagus_EoE
GSM4559005	GSM1022678	0.9267822736030829	Blood_Control	Esophagus_EoE
GSM4559006	GSM1022678	0.811213912565872	Blood_Control	Esophagus_EoE
GSM4559007	GSM1022678	0.8243115883947615	Blood_Control	Esophagus_EoE
GSM4559008	GSM1022678	0.8770946777297769	Blood_Control	Esophagus_EoE
GSM4559009	GSM1022678	0.887083419041893	Blood_Control	Esophagus_EoE
GSM4559010	GSM1022678	0.7826268500130952	Blood_Control	Esophagus_EoE
GSM4559011	GSM1022678	0.8332482208046021	Blood_Control	Esophagus_EoE
GSM4559012	GSM1022678	0.8261594474929489	Blood_Control	Esophagus_EoE
GSM4559013	GSM1022678	0.8567031579560476	Blood_Control	Esophagus_EoE
GSM1022678	GSM1022679	0.7722480220465562	Esophagus_EoE	Esophagus_EoE
GSM1022679	GSM1022679	1	Esophagus_EoE	Esophagus_EoE
GSM1022680	GSM1022679	0.7541034311185386	Esophagus_EoE	Esophagus_EoE
GSM1022681	GSM1022679	0.7592729364682984	Esophagus_EoE	Esophagus_EoE
GSM1022682	GSM1022679	0.935117668790012	Esophagus_EoE	Esophagus_EoE
GSM1022683	GSM1022679	0.7231661241073405	Esophagus_EoE	Esophagus_EoE
GSM1022684	GSM1022679	0.811784766192988	Esophagus_GERD	Esophagus_EoE
GSM1022685	GSM1022679	0.7999187082574697	Esophagus_GERD	Esophagus_EoE
GSM1022686	GSM1022679	0.7662159590379715	Esophagus_GERD	Esophagus_EoE
GSM1022687	GSM1022679	0.8415896545325209	Esophagus_GERD	Esophagus_EoE
GSM1022688	GSM1022679	0.7907487678953737	Esophagus_GERD	Esophagus_EoE
GSM1022689	GSM1022679	0.8033169792707131	Esophagus_GERD	Esophagus_EoE
GSM1022690	GSM1022679	0.7182435930501316	Esophagus_Control	Esophagus_EoE
GSM1022691	GSM1022679	0.7510999403619723	Esophagus_Control	Esophagus_EoE
GSM1022692	GSM1022679	0.7510045668427793	Esophagus_Control	Esophagus_EoE
GSM1022693	GSM1022679	0.695812921076842	Esophagus_Control	Esophagus_EoE
GSM1022694	GSM1022679	0.754809010991854	Esophagus_Control	Esophagus_EoE
GSM1022695	GSM1022679	0.7597653646561611	Esophagus_Control	Esophagus_EoE
GSM1385778	GSM1022679	0.7235342335531926	Esophagus_Control	Esophagus_EoE
GSM1385779	GSM1022679	0.7914113429470181	Esophagus_Control	Esophagus_EoE
GSM1385780	GSM1022679	0.8228858701009828	Esophagus_Control	Esophagus_EoE
GSM1385781	GSM1022679	0.41663111684664345	Esophagus_Control	Esophagus_EoE
GSM1385782	GSM1022679	0.7249379468794083	Esophagus_Control	Esophagus_EoE
GSM1385783	GSM1022679	0.8214757931152807	Esophagus_Control	Esophagus_EoE
GSM1415906	GSM1022679	0.40839948783610713	Esophagus_Control	Esophagus_EoE
GSM1415907	GSM1022679	0.5279063509865072	Esophagus_Control	Esophagus_EoE
GSM1415908	GSM1022679	0.4491827832418871	Esophagus_Control	Esophagus_EoE
GSM1415909	GSM1022679	0.4382983012950057	Esophagus_Control	Esophagus_EoE
GSM1415910	GSM1022679	0.4119544859499603	Esophagus_Control	Esophagus_EoE
GSM1415911	GSM1022679	0.4619986799921544	Esophagus_Control	Esophagus_EoE
GSM1415912	GSM1022679	0.6242584959623207	Esophagus_EoE	Esophagus_EoE
GSM1415913	GSM1022679	0.6160802641709753	Esophagus_EoE	Esophagus_EoE
GSM1415914	GSM1022679	0.6521159157029522	Esophagus_EoE	Esophagus_EoE
GSM1415915	GSM1022679	0.5537716289492209	Esophagus_EoE	Esophagus_EoE
GSM1415916	GSM1022679	0.6143293219992157	Esophagus_EoE	Esophagus_EoE
GSM1415917	GSM1022679	0.6269695413876215	Esophagus_EoE	Esophagus_EoE
GSM1415918	GSM1022679	0.6596093930642162	Esophagus_EoE	Esophagus_EoE
GSM1415919	GSM1022679	0.593987281549726	Esophagus_EoE	Esophagus_EoE
GSM1415920	GSM1022679	0.5675372775763914	Esophagus_EoE	Esophagus_EoE
GSM1415921	GSM1022679	0.5950835453048846	Esophagus_EoE	Esophagus_EoE
GSM4735785	GSM1022679	0.7921248002193988	Blood_EoE	Esophagus_EoE
GSM4735786	GSM1022679	0.7824323752569791	Blood_Control	Esophagus_EoE
GSM4735787	GSM1022679	0.7776079033640493	Blood_EoE	Esophagus_EoE
GSM4735788	GSM1022679	0.7888521752562775	Blood_GERD	Esophagus_EoE
GSM4735789	GSM1022679	0.7887333662117854	Blood_GERD	Esophagus_EoE
GSM4735790	GSM1022679	0.7931530713511372	Blood_GERD	Esophagus_EoE
GSM4735791	GSM1022679	0.7954246918651757	Blood_GERD	Esophagus_EoE
GSM4735792	GSM1022679	0.7958391124902404	Blood_EoE	Esophagus_EoE
GSM4735793	GSM1022679	0.7955427649084008	Blood_EoE	Esophagus_EoE
GSM4735794	GSM1022679	0.7668721301584156	Blood_EoE	Esophagus_EoE
GSM4735795	GSM1022679	0.8345361252587831	Esophagus_EoE	Esophagus_EoE
GSM4735796	GSM1022679	0.828875537984703	Esophagus_Control	Esophagus_EoE
GSM4735797	GSM1022679	0.8276517959529031	Esophagus_EoE	Esophagus_EoE
GSM4735798	GSM1022679	0.8227516681418997	Esophagus_GERD	Esophagus_EoE
GSM4735799	GSM1022679	0.8421275620572812	Esophagus_GERD	Esophagus_EoE
GSM4735800	GSM1022679	0.8384296929637531	Esophagus_GERD	Esophagus_EoE
GSM4735801	GSM1022679	0.8276517959529031	Esophagus_GERD	Esophagus_EoE
GSM4735802	GSM1022679	0.8273043083310294	Esophagus_EoE	Esophagus_EoE
GSM4735803	GSM1022679	0.825962273568194	Esophagus_EoE	Esophagus_EoE
GSM4735804	GSM1022679	0.8368843169670708	Esophagus_EoE	Esophagus_EoE
GSM5282507	GSM1022679	0.09866654302974376	Blood_EoE	Esophagus_EoE
GSM5282508	GSM1022679	0.09385198575630271	Blood_EoE	Esophagus_EoE
GSM5282509	GSM1022679	0.08639279754304274	Blood_EoE	Esophagus_EoE
GSM5282510	GSM1022679	0.16844444527187352	Blood_EoE	Esophagus_EoE
GSM5282511	GSM1022679	0.19283827711335078	Blood_EoE	Esophagus_EoE
GSM5282512	GSM1022679	0.09991751996768983	Blood_EoE	Esophagus_EoE
GSM5282513	GSM1022679	0.1075634985118068	Blood_EoE	Esophagus_EoE
GSM5282514	GSM1022679	0.0954372031670625	Blood_EoE	Esophagus_EoE
GSM5282515	GSM1022679	0.11299638657988142	Blood_EoE	Esophagus_EoE
GSM5282516	GSM1022679	0.19689629134223396	Blood_EoE	Esophagus_EoE
GSM5282517	GSM1022679	0.1642535665772067	Blood_EoE	Esophagus_EoE
GSM5282518	GSM1022679	0.09528898608497482	Blood_EoE	Esophagus_EoE
GSM5282519	GSM1022679	0.19759989562621627	Blood_EoE	Esophagus_EoE
GSM5282520	GSM1022679	0.18166448172550476	Blood_EoE	Esophagus_EoE
GSM5282521	GSM1022679	0.15348634595207633	Blood_EoE	Esophagus_EoE
GSM5282522	GSM1022679	0.159069561498848	Blood_EoE	Esophagus_EoE
GSM5282523	GSM1022679	0.08651416915954158	Blood_EoE	Esophagus_EoE
GSM5282524	GSM1022679	0.09016426699643498	Blood_EoE	Esophagus_EoE
GSM5282525	GSM1022679	0.09398805151647083	Blood_EoE	Esophagus_EoE
GSM5282526	GSM1022679	0.10136966395490654	Blood_EoE	Esophagus_EoE
GSM5282527	GSM1022679	0.09387364593302527	Blood_EoE	Esophagus_EoE
GSM5282528	GSM1022679	0.09950207192649396	Blood_EoE	Esophagus_EoE
GSM5282529	GSM1022679	0.09346495935146626	Blood_EoE	Esophagus_EoE
GSM5282530	GSM1022679	0.13707966289969464	Blood_EoE	Esophagus_EoE
GSM5282531	GSM1022679	0.14634331919951904	Blood_EoE	Esophagus_EoE
GSM5282532	GSM1022679	0.10143605010610757	Blood_EoE	Esophagus_EoE
GSM5282533	GSM1022679	0.09427706534094427	Blood_EoE	Esophagus_EoE
GSM5282534	GSM1022679	0.09644536047509022	Blood_EoE	Esophagus_EoE
GSM5282535	GSM1022679	0.08999272047079665	Blood_EoE	Esophagus_EoE
GSM5282536	GSM1022679	0.09508123365861954	Blood_EoE	Esophagus_EoE
GSM4818000	GSM1022679	0.7019693764597916	Blood_IBD	Esophagus_EoE
GSM4818001	GSM1022679	0.16706108253366658	Blood_IBD	Esophagus_EoE
GSM4818002	GSM1022679	0.1091693639154071	Blood_IBD	Esophagus_EoE
GSM4818003	GSM1022679	0.346170476054119	Blood_IBD	Esophagus_EoE
GSM4818004	GSM1022679	0.11262126074527046	Blood_IBD	Esophagus_EoE
GSM4818005	GSM1022679	0.8005422750837009	Blood_IBD	Esophagus_EoE
GSM4818006	GSM1022679	0.1541174167596755	Blood_IBD	Esophagus_EoE
GSM4818007	GSM1022679	0.33030608812647133	Blood_IBD	Esophagus_EoE
GSM4818008	GSM1022679	0.11130890126921467	Blood_IBD	Esophagus_EoE
GSM4818009	GSM1022679	0.19614012917844326	Blood_IBD	Esophagus_EoE
GSM4818010	GSM1022679	0.09978933802387469	Blood_IBD	Esophagus_EoE
GSM4818011	GSM1022679	0.1108133348811452	Blood_IBD	Esophagus_EoE
GSM4818012	GSM1022679	0.1419174227576402	Blood_IBD	Esophagus_EoE
GSM4818013	GSM1022679	0.11555078034612165	Blood_IBD	Esophagus_EoE
GSM4818014	GSM1022679	0.1350569976204209	Blood_IBD	Esophagus_EoE
GSM4818015	GSM1022679	0.15583021610601366	Blood_IBD	Esophagus_EoE
GSM4818016	GSM1022679	0.12384530863677101	Blood_IBD	Esophagus_EoE
GSM4818017	GSM1022679	0.6912829923590703	Blood_IBD	Esophagus_EoE
GSM4818018	GSM1022679	0.639674513485787	Blood_IBD	Esophagus_EoE
GSM4818019	GSM1022679	0.7560654623526051	Blood_IBD	Esophagus_EoE
GSM4818020	GSM1022679	0.7042034964399122	Blood_IBD	Esophagus_EoE
GSM4818021	GSM1022679	0.11219694731996943	Blood_IBD	Esophagus_EoE
GSM4818022	GSM1022679	0.6913402874350039	Blood_IBD	Esophagus_EoE
GSM4818023	GSM1022679	0.4158671631218537	Blood_IBD	Esophagus_EoE
GSM1701327	GSM1022679	0.2277888199154653	Blood_IBD	Esophagus_EoE
GSM1701328	GSM1022679	0.6496547095087539	Blood_IBD	Esophagus_EoE
GSM1701329	GSM1022679	0.12930513190236737	Blood_IBD	Esophagus_EoE
GSM1701330	GSM1022679	0.1898670558711374	Blood_IBD	Esophagus_EoE
GSM1701331	GSM1022679	0.6076374920716512	Blood_IBD	Esophagus_EoE
GSM1701332	GSM1022679	0.3379895078233611	Blood_IBD	Esophagus_EoE
GSM1701333	GSM1022679	0.5803372704856424	Blood_IBD	Esophagus_EoE
GSM1701334	GSM1022679	0.5333757138811763	Blood_IBD	Esophagus_EoE
GSM1701335	GSM1022679	0.13794368660087497	Blood_IBD	Esophagus_EoE
GSM1701336	GSM1022679	0.24734841174590938	Blood_IBD	Esophagus_EoE
GSM1701337	GSM1022679	0.39350712818651	Blood_Control	Esophagus_EoE
GSM1701338	GSM1022679	0.1113429920547806	Blood_Control	Esophagus_EoE
GSM1701339	GSM1022679	0.46836317759486246	Blood_Control	Esophagus_EoE
GSM1701340	GSM1022679	0.059675817651282936	Blood_Control	Esophagus_EoE
GSM1701341	GSM1022679	0.14927546104586098	Blood_IBD	Esophagus_EoE
GSM1701342	GSM1022679	0.2537388843663769	Blood_IBD	Esophagus_EoE
GSM1701343	GSM1022679	0.4095235009978838	Blood_IBD	Esophagus_EoE
GSM1701344	GSM1022679	0.06772827825057504	Blood_IBD	Esophagus_EoE
GSM1701345	GSM1022679	0.23525416232495522	Blood_IBD	Esophagus_EoE
GSM1701346	GSM1022679	0.34194841360220307	Blood_IBD	Esophagus_EoE
GSM1701347	GSM1022679	0.0676977112403605	Blood_IBD	Esophagus_EoE
GSM1701348	GSM1022679	0.06785441902382794	Blood_IBD	Esophagus_EoE
GSM1701349	GSM1022679	0.14708827200524255	Blood_IBD	Esophagus_EoE
GSM1701350	GSM1022679	0.10902519694078894	Blood_IBD	Esophagus_EoE
GSM1701351	GSM1022679	0.06865154989724898	Blood_Control	Esophagus_EoE
GSM1701352	GSM1022679	0.10827056763193577	Blood_Control	Esophagus_EoE
GSM1701353	GSM1022679	0.06615344237678233	Blood_Control	Esophagus_EoE
GSM1701354	GSM1022679	0.06815965664955126	Blood_Control	Esophagus_EoE
GSM3496511	GSM1022679	0.7475030530018962	Blood_IBD	Esophagus_EoE
GSM3496512	GSM1022679	0.1026835818011651	Blood_IBD	Esophagus_EoE
GSM3496513	GSM1022679	0.08798393924667891	Blood_IBD	Esophagus_EoE
GSM3496514	GSM1022679	0.06951618398142101	Blood_IBD	Esophagus_EoE
GSM3496515	GSM1022679	0.05709356558382206	Blood_IBD	Esophagus_EoE
GSM3496516	GSM1022679	0.05970658557651776	Blood_IBD	Esophagus_EoE
GSM3496517	GSM1022679	0.07597304637044977	Blood_IBD	Esophagus_EoE
GSM3496518	GSM1022679	0.05795530163561702	Blood_IBD	Esophagus_EoE
GSM3496519	GSM1022679	0.05074841395588092	Blood_IBD	Esophagus_EoE
GSM3496520	GSM1022679	0.3063825368891445	Blood_Control	Esophagus_EoE
GSM3496521	GSM1022679	0.14149081224432292	Blood_Control	Esophagus_EoE
GSM3496522	GSM1022679	0.09449830332998099	Blood_Control	Esophagus_EoE
GSM3496523	GSM1022679	0.05492032579491268	Blood_Control	Esophagus_EoE
GSM3496524	GSM1022679	0.08678212116573325	Blood_Control	Esophagus_EoE
