group	factor	Human transcriptome
Esophagus_ESCs_Control	Factor1	1.854788016378628
Esophagus_ESCs_Control	Factor2	0.122669844132417
Esophagus_GERD	Factor1	0.09344471512817698
Esophagus_GERD	Factor2	0.023111165055023086
