feature	factor	value	view
ACADS	Factor1	0.0359623655705688	Human transcriptome
ACADSB	Factor1	0.04532360774353811	Human transcriptome
ACADVL	Factor1	0.052147106350494764	Human transcriptome
ACAP2	Factor1	0.2418419037592326	Human transcriptome
ACAP3	Factor1	0.09761795991990893	Human transcriptome
ACAT1	Factor1	0.03885927894602605	Human transcriptome
ACAT2	Factor1	0.21344490612706818	Human transcriptome
ACBD3	Factor1	0.05745630432226195	Human transcriptome
ACBD5	Factor1	0.13899765210372933	Human transcriptome
ACBD6	Factor1	0.04953607495766174	Human transcriptome
ACCS	Factor1	0.004566064617136264	Human transcriptome
ACD	Factor1	0.04062697562984998	Human transcriptome
ACER1	Factor1	-0.0028716232079606684	Human transcriptome
ACER2	Factor1	-1.245653154053396e-4	Human transcriptome
ACER3	Factor1	0.1099797668188102	Human transcriptome
ACIN1	Factor1	0.1393634545543404	Human transcriptome
ACKR3	Factor1	-9.435211551575403e-4	Human transcriptome
ACLY	Factor1	0.10379310658233414	Human transcriptome
ACO1	Factor1	0.07605462107919077	Human transcriptome
ACO2	Factor1	0.27195020019295996	Human transcriptome
ACOT11	Factor1	0.001024436434918115	Human transcriptome
ACOT13	Factor1	0.012946811606874015	Human transcriptome
ACOT2	Factor1	0.003724834944735203	Human transcriptome
ACOT7	Factor1	0.11920645973955035	Human transcriptome
ACOT8	Factor1	0.007306369860788751	Human transcriptome
ACOT9	Factor1	0.09825805157840606	Human transcriptome
ACOX1	Factor1	0.028544941110545664	Human transcriptome
ACOX3	Factor1	0.021938673453458752	Human transcriptome
ACP1	Factor1	0.2329048282020339	Human transcriptome
ACP2	Factor1	0.06059721996381994	Human transcriptome
ACP5	Factor1	0.04464906589934941	Human transcriptome
ACP6	Factor1	0.021662131852297244	Human transcriptome
ACPP	Factor1	-0.019361275762596594	Human transcriptome
ACSF2	Factor1	0.00399122227003188	Human transcriptome
ACSF3	Factor1	0.040551725616709354	Human transcriptome
ACSL1	Factor1	0.13916493041807435	Human transcriptome
ACSL3	Factor1	0.2272829833570495	Human transcriptome
ACSL4	Factor1	0.022547523674732894	Human transcriptome
ACSL5	Factor1	0.016997299772745177	Human transcriptome
ACSS1	Factor1	0.018167608079407923	Human transcriptome
ACSS2	Factor1	0.2836234575809542	Human transcriptome
ACTA2	Factor1	0.009757004194564706	Human transcriptome
ACTB	Factor1	0.007085480716786809	Human transcriptome
ACTG1	Factor1	-0.005948429282125968	Human transcriptome
ACTG2	Factor1	-0.02182631360740339	Human transcriptome
ACTL6A	Factor1	0.14714864553388254	Human transcriptome
ACTN1	Factor1	0.021126185869833943	Human transcriptome
ACTN4	Factor1	-0.016987381770708663	Human transcriptome
ACTR10	Factor1	0.06168508106850872	Human transcriptome
ACTR1A	Factor1	0.21813283198816474	Human transcriptome
ACTR1B	Factor1	0.08773586148891044	Human transcriptome
ACTR2	Factor1	-0.024564586555301908	Human transcriptome
ACTR3	Factor1	-0.03391351193155955	Human transcriptome
ACTR3C	Factor1	0.0012356137939887653	Human transcriptome
ACTR5	Factor1	0.03490129000774349	Human transcriptome
ACTR6	Factor1	0.0327649334986678	Human transcriptome
ACTR8	Factor1	0.07308705216049678	Human transcriptome
ACVR1	Factor1	0.06506233804873997	Human transcriptome
ACVR1B	Factor1	0.06793714032937548	Human transcriptome
ACVR2A	Factor1	0.07547420253409112	Human transcriptome
ACVR2B	Factor1	0.008582936237589557	Human transcriptome
ACYP2	Factor1	0.0028622913644575864	Human transcriptome
ADA	Factor1	0.02091581520619321	Human transcriptome
ADAL	Factor1	0.009114030067906318	Human transcriptome
ADAM10	Factor1	0.36104629946625466	Human transcriptome
ADAM12	Factor1	1.8055496933071761e-4	Human transcriptome
ADAM15	Factor1	0.46835980145435835	Human transcriptome
ADAM17	Factor1	0.11725851092526586	Human transcriptome
ADAM19	Factor1	-0.005149106023169573	Human transcriptome
ADAM23	Factor1	0.04995710894231752	Human transcriptome
ADAM28	Factor1	0.03546297073895576	Human transcriptome
ADAM9	Factor1	0.29182855261416035	Human transcriptome
ADAMTS1	Factor1	0.018415268621661294	Human transcriptome
ADAMTS15	Factor1	0.018078046224952744	Human transcriptome
ADAMTS6	Factor1	-0.004163902509361582	Human transcriptome
ADAMTS7	Factor1	-6.948633031279695e-4	Human transcriptome
ADAMTSL1	Factor1	-0.0017579114483875476	Human transcriptome
ADAMTSL4	Factor1	0.0066372814980335815	Human transcriptome
ADAMTSL5	Factor1	0.019180369551394797	Human transcriptome
ADAR	Factor1	0.33592728048871245	Human transcriptome
ADARB1	Factor1	9.528511592093075e-4	Human transcriptome
ADAT1	Factor1	0.054661368486460554	Human transcriptome
ADAT2	Factor1	0.03442445579995849	Human transcriptome
ADCK2	Factor1	0.027374186304183878	Human transcriptome
ADCK5	Factor1	0.021068761537086797	Human transcriptome
ADCY3	Factor1	0.10726973261056043	Human transcriptome
ADCY6	Factor1	0.004949473795741392	Human transcriptome
ADCY7	Factor1	0.13897284450002	Human transcriptome
ADCY9	Factor1	-0.03864675085454396	Human transcriptome
ADD1	Factor1	0.22779321792987817	Human transcriptome
ADD3	Factor1	0.2521260704826329	Human transcriptome
ADGRA2	Factor1	-0.0064977332624138115	Human transcriptome
ADGRA3	Factor1	0.05268099834776166	Human transcriptome
ADGRF1	Factor1	0.005347451668104979	Human transcriptome
ADGRF2	Factor1	-7.368009537986319e-4	Human transcriptome
ADGRF4	Factor1	0.11716361128809279	Human transcriptome
ADGRG1	Factor1	0.288609072061865	Human transcriptome
ADGRG6	Factor1	0.013062105867935759	Human transcriptome
ADGRL1	Factor1	0.024345309964032363	Human transcriptome
ADGRL2	Factor1	0.01758785603079668	Human transcriptome
ADH5	Factor1	0.1809039485663688	Human transcriptome
ADH7	Factor1	-0.030701011434411066	Human transcriptome
ADI1	Factor1	0.2130711474804511	Human transcriptome
ADIPOR1	Factor1	0.02725849485187699	Human transcriptome
ADIPOR2	Factor1	0.09504762410663924	Human transcriptome
ADIRF-AS1	Factor1	-0.003085041371083257	Human transcriptome
ADK	Factor1	0.0020437287131118602	Human transcriptome
ADM	Factor1	-0.0045609856529247855	Human transcriptome
ADM2	Factor1	0.028901046487747585	Human transcriptome
ADNP	Factor1	0.31810527715284365	Human transcriptome
ADNP2	Factor1	0.10094565152914721	Human transcriptome
ADO	Factor1	0.0613144218760173	Human transcriptome
ADORA2B	Factor1	0.0406546698128224	Human transcriptome
ADPGK	Factor1	0.2310610630069547	Human transcriptome
ADPRHL2	Factor1	0.07505085342141495	Human transcriptome
ADPRM	Factor1	0.0013718549783860133	Human transcriptome
ADRB2	Factor1	0.0290813336617986	Human transcriptome
ADRM1	Factor1	0.15959066614097056	Human transcriptome
ADSL	Factor1	0.011838669481371751	Human transcriptome
ADSS	Factor1	0.195010643608336	Human transcriptome
ADSSL1	Factor1	0.0026900802016976287	Human transcriptome
ADTRP	Factor1	0.029637106639939913	Human transcriptome
AEBP1	Factor1	0.010605467256880958	Human transcriptome
AEBP2	Factor1	0.17162041016073168	Human transcriptome
AEN	Factor1	0.09972407779329152	Human transcriptome
AES	Factor1	0.25721018575954413	Human transcriptome
AF131215.2	Factor1	0.003940838742992857	Human transcriptome
AFAP1	Factor1	0.007987013992355473	Human transcriptome
AFAP1L2	Factor1	0.006369075099243597	Human transcriptome
AFDN	Factor1	0.062173733162291536	Human transcriptome
AFF1	Factor1	0.2519415357294535	Human transcriptome
AFF3	Factor1	-6.36503398958287e-4	Human transcriptome
AFF4	Factor1	-0.013705339233893497	Human transcriptome
AFG3L1P	Factor1	0.01067346868211354	Human transcriptome
AFG3L2	Factor1	0.19857478952110624	Human transcriptome
AFMID	Factor1	0.007322648132681813	Human transcriptome
AFTPH	Factor1	0.16455281672081193	Human transcriptome
AGA	Factor1	-0.01027358724990097	Human transcriptome
AGAP1	Factor1	0.0749453282050964	Human transcriptome
AGAP3	Factor1	0.18768905729628493	Human transcriptome
AGBL5	Factor1	0.01757968364124781	Human transcriptome
AGFG1	Factor1	0.1922790378403407	Human transcriptome
AGFG2	Factor1	-0.11646757098981443	Human transcriptome
AGGF1	Factor1	0.03602460836450808	Human transcriptome
AGK	Factor1	0.057620316552904664	Human transcriptome
AGL	Factor1	0.15117667349264258	Human transcriptome
AGO1	Factor1	0.12472484137508741	Human transcriptome
AGO2	Factor1	0.21259942703030327	Human transcriptome
AGO3	Factor1	0.09577115909021593	Human transcriptome
AGO4	Factor1	0.008632672648619244	Human transcriptome
AGPAT1	Factor1	0.005613018218582538	Human transcriptome
AGPAT2	Factor1	0.09312343189093057	Human transcriptome
AGPAT3	Factor1	0.26022119879685074	Human transcriptome
AGPAT4	Factor1	0.14435721362070203	Human transcriptome
AGPAT5	Factor1	0.2298751226299522	Human transcriptome
AGPS	Factor1	0.3691322822498585	Human transcriptome
AGR2	Factor1	0.017479959191136984	Human transcriptome
AGRN	Factor1	0.022755972072228726	Human transcriptome
AGTPBP1	Factor1	0.07854256985865216	Human transcriptome
AGTRAP	Factor1	0.030776510637538335	Human transcriptome
AHCTF1	Factor1	0.1700907399579234	Human transcriptome
AHCY	Factor1	0.026456781082541462	Human transcriptome
AHCYL1	Factor1	0.3184467067825698	Human transcriptome
AHCYL2	Factor1	0.017789292332817962	Human transcriptome
AHDC1	Factor1	0.05043735383467948	Human transcriptome
AHI1	Factor1	0.09035321554882338	Human transcriptome
AHNAK	Factor1	0.003760898988495375	Human transcriptome
AHNAK2	Factor1	0.036716453002616264	Human transcriptome
AHR	Factor1	0.1354840263384001	Human transcriptome
AHSA1	Factor1	0.23217691169432456	Human transcriptome
AHSA2	Factor1	-0.005203462312099785	Human transcriptome
AIDA	Factor1	0.009087756738787693	Human transcriptome
AIF1	Factor1	0.005270428082070442	Human transcriptome
AIF1L	Factor1	-0.018053720657904598	Human transcriptome
AIFM1	Factor1	0.1434708970544265	Human transcriptome
AIFM2	Factor1	0.0032809621278440558	Human transcriptome
AIG1	Factor1	0.031244802129371665	Human transcriptome
AIM1	Factor1	0.0763907629502772	Human transcriptome
AIM1L	Factor1	-0.010211733630258396	Human transcriptome
AIMP1	Factor1	0.1877939752917426	Human transcriptome
AIMP2	Factor1	0.08377620743807429	Human transcriptome
AIP	Factor1	0.05040417014024901	Human transcriptome
AJAP1	Factor1	0.0015590656429873462	Human transcriptome
AJUBA	Factor1	0.13443240932480197	Human transcriptome
AK2	Factor1	0.35269490837445666	Human transcriptome
AK3	Factor1	0.23063375075196388	Human transcriptome
AK4	Factor1	0.009001481585271613	Human transcriptome
AK6	Factor1	0.025804731474941375	Human transcriptome
AK9	Factor1	0.01224077454481566	Human transcriptome
AKAP1	Factor1	0.2312921722556514	Human transcriptome
AKAP10	Factor1	0.07295507562600911	Human transcriptome
AKAP11	Factor1	0.045205391533774585	Human transcriptome
AKAP12	Factor1	-0.019326275605744958	Human transcriptome
AKAP13	Factor1	0.19210282424691877	Human transcriptome
AKAP6	Factor1	0.001958932115260898	Human transcriptome
AKAP8	Factor1	0.13475744860829444	Human transcriptome
AKAP8L	Factor1	0.07667004595178324	Human transcriptome
AKAP9	Factor1	0.08423518442824347	Human transcriptome
AKIRIN1	Factor1	0.08028635194567668	Human transcriptome
AKIRIN2	Factor1	0.026681206532046458	Human transcriptome
AKNA	Factor1	0.021900867961554563	Human transcriptome
AKR1A1	Factor1	0.1163635692528927	Human transcriptome
AKR1B1	Factor1	0.13011002921666767	Human transcriptome
AKR1B10	Factor1	0.03442819125855516	Human transcriptome
AKR1C1	Factor1	0.13712900385086052	Human transcriptome
AKR1C2	Factor1	0.06656353003789817	Human transcriptome
AKR1C3	Factor1	0.028643687621509865	Human transcriptome
AKR7A2	Factor1	-3.032964402350387e-4	Human transcriptome
AKT1	Factor1	0.2958375738462775	Human transcriptome
AKT1S1	Factor1	0.06310369865439983	Human transcriptome
AKT2	Factor1	0.20567702284346312	Human transcriptome
AKT3	Factor1	-0.0023764470175036373	Human transcriptome
AKTIP	Factor1	0.017442851209813863	Human transcriptome
ALAD	Factor1	0.08484275660941319	Human transcriptome
ALAS1	Factor1	0.1160393297079421	Human transcriptome
ALCAM	Factor1	0.051277246880143235	Human transcriptome
ALDH16A1	Factor1	0.09748512022793249	Human transcriptome
ALDH18A1	Factor1	0.22317340822319764	Human transcriptome
ALDH1A1	Factor1	0.012974561619738452	Human transcriptome
ALDH1A3	Factor1	-0.08629513631742863	Human transcriptome
ALDH1B1	Factor1	0.03657984653258701	Human transcriptome
ALDH1L1	Factor1	-0.005112929483215848	Human transcriptome
ALDH1L2	Factor1	0.012667595466398264	Human transcriptome
ALDH2	Factor1	0.07832619123806407	Human transcriptome
ALDH3A1	Factor1	-0.024999421028915548	Human transcriptome
ALDH3A2	Factor1	0.08151742895075872	Human transcriptome
ALDH3B1	Factor1	0.012629721799402246	Human transcriptome
ALDH3B2	Factor1	0.003194811436809186	Human transcriptome
ALDH4A1	Factor1	0.006902509716586834	Human transcriptome
ALDH5A1	Factor1	0.00835350965515418	Human transcriptome
ALDH6A1	Factor1	0.007764085431994401	Human transcriptome
ALDH7A1	Factor1	0.039717476019618704	Human transcriptome
ALDH9A1	Factor1	0.17901838050687907	Human transcriptome
ALDOA	Factor1	0.01800730050033134	Human transcriptome
ALDOC	Factor1	0.01975446470911796	Human transcriptome
ALG1	Factor1	0.032358788920603385	Human transcriptome
ALG11	Factor1	0.01119103498461635	Human transcriptome
ALG12	Factor1	0.005558863243885199	Human transcriptome
ALG13	Factor1	0.13330040591457	Human transcriptome
ALG2	Factor1	0.11921617426850978	Human transcriptome
ALG3	Factor1	0.09994143205459535	Human transcriptome
ALG5	Factor1	0.0963471079183223	Human transcriptome
ALG6	Factor1	0.08145404615263897	Human transcriptome
ALG8	Factor1	0.0929715711920729	Human transcriptome
ALKBH1	Factor1	0.013292964965147414	Human transcriptome
ALKBH2	Factor1	0.008637253326383598	Human transcriptome
ALKBH3	Factor1	0.014163612227948158	Human transcriptome
ALKBH4	Factor1	0.006231684734710631	Human transcriptome
ALKBH5	Factor1	0.20563347101308604	Human transcriptome
ALKBH7	Factor1	0.033433806030493646	Human transcriptome
ALKBH8	Factor1	0.03284888964391123	Human transcriptome
ALMS1	Factor1	0.027370375110491597	Human transcriptome
ALOX12	Factor1	-0.014928088039649281	Human transcriptome
ALOX12B	Factor1	0.01704965255794106	Human transcriptome
ALOX12P2	Factor1	3.551378420357599e-4	Human transcriptome
ALOX15B	Factor1	0.08684241910531765	Human transcriptome
ALPK1	Factor1	0.055984515158647344	Human transcriptome
ALPK3	Factor1	-0.01124878786202614	Human transcriptome
ALS2	Factor1	0.0745598560260558	Human transcriptome
ALS2CL	Factor1	0.04723833777273117	Human transcriptome
ALYREF	Factor1	0.29203348699591064	Human transcriptome
AMBRA1	Factor1	0.005001405039757064	Human transcriptome
AMD1	Factor1	0.2771294702704785	Human transcriptome
AMER1	Factor1	0.007622846930396708	Human transcriptome
AMFR	Factor1	0.00910081715852052	Human transcriptome
AMIGO1	Factor1	0.024320869619214095	Human transcriptome
AMIGO2	Factor1	-0.032151235128799076	Human transcriptome
AMMECR1	Factor1	0.2138903156696726	Human transcriptome
AMMECR1L	Factor1	0.05116328983393488	Human transcriptome
AMOT	Factor1	0.012061912383657955	Human transcriptome
AMOTL1	Factor1	0.10900139844667986	Human transcriptome
AMOTL2	Factor1	-0.0024954835498910265	Human transcriptome
AMPD2	Factor1	0.03601143514077901	Human transcriptome
AMPD3	Factor1	-0.014282620737276356	Human transcriptome
AMY2B	Factor1	0.0028822193953019627	Human transcriptome
AMZ2	Factor1	0.006092305969591198	Human transcriptome
AMZ2P1	Factor1	-0.002562029560778812	Human transcriptome
ANAPC1	Factor1	0.08206101717557276	Human transcriptome
ANAPC11	Factor1	0.10611700915503712	Human transcriptome
ANAPC13	Factor1	0.056770210714904935	Human transcriptome
ANAPC15	Factor1	0.004778817993767947	Human transcriptome
ANAPC16	Factor1	0.12802368400338968	Human transcriptome
ANAPC2	Factor1	0.04843547803303756	Human transcriptome
ANAPC4	Factor1	0.12704177186712012	Human transcriptome
ANAPC5	Factor1	0.304111054408041	Human transcriptome
ANAPC7	Factor1	0.14966227849046826	Human transcriptome
ANGEL1	Factor1	0.02227057251473419	Human transcriptome
ANGEL2	Factor1	0.05785517591945385	Human transcriptome
ANGPT2	Factor1	0.005037083484111319	Human transcriptome
ANGPTL2	Factor1	0.008051641478087674	Human transcriptome
ANGPTL4	Factor1	0.01780783498789309	Human transcriptome
ANK3	Factor1	0.15623382544864658	Human transcriptome
ANKAR	Factor1	0.0010573882597052257	Human transcriptome
ANKDD1A	Factor1	-0.0016177636551116747	Human transcriptome
ANKEF1	Factor1	0.0384030773465151	Human transcriptome
ANKFY1	Factor1	0.22898493198604153	Human transcriptome
ANKH	Factor1	0.1327009886653077	Human transcriptome
ANKIB1	Factor1	0.13843400672213663	Human transcriptome
ANKLE2	Factor1	0.21522588023121336	Human transcriptome
ANKMY1	Factor1	-4.0593317523256417e-4	Human transcriptome
ANKMY2	Factor1	0.036111241816895616	Human transcriptome
ANKRA2	Factor1	0.007887008674268614	Human transcriptome
ANKRD10	Factor1	0.1389495956490096	Human transcriptome
ANKRD11	Factor1	0.057691141646936873	Human transcriptome
ANKRD12	Factor1	0.1475617707567858	Human transcriptome
ANKRD13A	Factor1	0.0031702571332801904	Human transcriptome
ANKRD13B	Factor1	8.838986968614773e-4	Human transcriptome
ANKRD13C	Factor1	0.09599699766386957	Human transcriptome
ANKRD13D	Factor1	0.06100265839787685	Human transcriptome
ANKRD17	Factor1	0.23804384230318126	Human transcriptome
ANKRD18B	Factor1	9.310965189787097e-4	Human transcriptome
ANKRD20A11P	Factor1	-0.01378194073628426	Human transcriptome
ANKRD20A5P	Factor1	-0.035520194897197564	Human transcriptome
ANKRD22	Factor1	0.04782784221065469	Human transcriptome
ANKRD26	Factor1	0.05266220677154715	Human transcriptome
ANKRD27	Factor1	0.1172377647885361	Human transcriptome
ANKRD28	Factor1	0.18467543203080897	Human transcriptome
ANKRD29	Factor1	0.04582434512092353	Human transcriptome
ANKRD31	Factor1	-0.019038966836724975	Human transcriptome
ANKRD33B	Factor1	0.028996893833339445	Human transcriptome
ANKRD35	Factor1	-0.014506281377375394	Human transcriptome
ANKRD36	Factor1	6.435676575804299e-5	Human transcriptome
ANKRD36B	Factor1	0.0057518289500653194	Human transcriptome
ANKRD36C	Factor1	-0.038122450395809464	Human transcriptome
ANKRD37	Factor1	-0.019656227849340322	Human transcriptome
ANKRD40	Factor1	0.050126048311227196	Human transcriptome
ANKRD44	Factor1	0.001914370034674936	Human transcriptome
ANKRD46	Factor1	0.04458185452228593	Human transcriptome
ANKRD49	Factor1	0.07836547357462252	Human transcriptome
ANKRD50	Factor1	0.05485056552410279	Human transcriptome
ANKRD52	Factor1	0.10670064341458285	Human transcriptome
ANKRD54	Factor1	0.04048528782481467	Human transcriptome
ANKRD6	Factor1	4.820731294902388e-4	Human transcriptome
ANKRD65	Factor1	0.05030670231319597	Human transcriptome
ANKRD9	Factor1	0.04245812200148691	Human transcriptome
ANKS1A	Factor1	0.07178843229174046	Human transcriptome
ANKS3	Factor1	0.006676489331053204	Human transcriptome
ANKS6	Factor1	0.006003378083681367	Human transcriptome
ANKZF1	Factor1	0.06781549638688932	Human transcriptome
ANLN	Factor1	0.01935841751543201	Human transcriptome
ANO1	Factor1	0.0189077421905136	Human transcriptome
ANO10	Factor1	0.009296297481086891	Human transcriptome
ANO4	Factor1	-0.002992146661695411	Human transcriptome
ANO6	Factor1	0.16599421796279212	Human transcriptome
ANO7L1	Factor1	-0.01025272162225943	Human transcriptome
ANO8	Factor1	0.03864696619010081	Human transcriptome
ANO9	Factor1	0.08132261382383396	Human transcriptome
ANP32A	Factor1	0.16217315452803255	Human transcriptome
ANP32B	Factor1	0.2834961291373475	Human transcriptome
ANP32E	Factor1	0.25541949087168525	Human transcriptome
ANPEP	Factor1	-0.013610491981981566	Human transcriptome
ANTXR1	Factor1	0.0192849385438065	Human transcriptome
ANTXR2	Factor1	-0.09869507244374126	Human transcriptome
ANXA1	Factor1	0.05393964714714936	Human transcriptome
ANXA11	Factor1	-0.12689403337369817	Human transcriptome
ANXA2	Factor1	0.008693220045193418	Human transcriptome
ANXA2P2	Factor1	-0.0027336836101017835	Human transcriptome
ANXA3	Factor1	-0.0694691894628889	Human transcriptome
ANXA4	Factor1	0.2231855092340175	Human transcriptome
ANXA5	Factor1	0.15852432798106772	Human transcriptome
ANXA6	Factor1	-0.10708033738439798	Human transcriptome
ANXA7	Factor1	0.23167862188616448	Human transcriptome
ANXA8	Factor1	0.22227074466488123	Human transcriptome
ANXA8L1	Factor1	-0.011922017049345172	Human transcriptome
ANXA9	Factor1	-0.006631489750195733	Human transcriptome
AOC3	Factor1	0.0027319301720845016	Human transcriptome
AOX1	Factor1	-0.002105653603208175	Human transcriptome
AP000350.5	Factor1	5.872339573975384e-4	Human transcriptome
AP1AR	Factor1	0.06832300050341296	Human transcriptome
AP1B1	Factor1	0.0201294368014352	Human transcriptome
AP1G1	Factor1	0.3300664131099976	Human transcriptome
AP1G2	Factor1	0.08644799712028148	Human transcriptome
AP1M1	Factor1	0.08781727569433306	Human transcriptome
AP1M2	Factor1	0.06456537694995097	Human transcriptome
AP1S1	Factor1	0.054810933214548205	Human transcriptome
AP1S2	Factor1	0.009815318962645389	Human transcriptome
AP1S3	Factor1	0.01662125430380998	Human transcriptome
AP2A1	Factor1	0.13120107087820324	Human transcriptome
AP2A2	Factor1	0.03953473688725298	Human transcriptome
AP2B1	Factor1	0.04779507671632569	Human transcriptome
AP2M1	Factor1	0.3897774534777871	Human transcriptome
AP2S1	Factor1	0.15639249083184684	Human transcriptome
AP3B1	Factor1	0.23002581297215896	Human transcriptome
AP3D1	Factor1	0.14625927978477904	Human transcriptome
AP3M1	Factor1	0.17188555482763992	Human transcriptome
AP3M2	Factor1	0.11115589256683049	Human transcriptome
AP3S1	Factor1	0.09642901781248384	Human transcriptome
AP3S2	Factor1	0.00969386507977802	Human transcriptome
