Gene	Geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Aspergillaceae	Aspergillaceae	6.923304062969779	0.011769500535363549	1.3587383784864306	0.008662080001357	0.9930887465296883	0.9952212885692144
Chaetomiaceae	Chaetomiaceae	8.607428770889337	0.011759436124841658	1.3993191435626642	0.008403684162357811	0.9932949090741359	0.9952212885692144
Clavicipitaceae	Clavicipitaceae	8.694409820122136	0.011731701166567271	1.539062455838336	0.007622628387862888	0.9939180813944133	0.9952212885692144
Cryptococcaceae	Cryptococcaceae	4.963649797572094	0.011780120289861076	1.3287554574087648	0.008865529186863133	0.992926423799604	0.9952212885692144
Debaryomycetaceae	Debaryomycetaceae	6.9629764410590145	0.01177456766267134	1.342862609694145	0.008768259371934673	0.9930040308665838	0.9952212885692144
Dipodascaceae	Dipodascaceae	5.921915573619157	0.01177781969041182	1.3300455922932415	0.008855199971081223	0.9929346649979033	0.9952212885692144
Glomerellaceae	Glomerellaceae	14.16953264564647	-0.7217098359137445	1.4468643048982073	-0.4988096212412398	0.6179135089153458	0.9952212885692144
Malasseziaceae	Malasseziaceae	286.847109236112	-1.0424591492402773	2.158879593079365	-0.48287044473533747	0.6291877283463935	0.9952212885692144
Mycosphaerellaceae	Mycosphaerellaceae	6.202529237967925	0.01177550554907351	1.334753449044048	0.00882223271833996	0.9929609680324216	0.9952212885692144
Nectriaceae	Nectriaceae	91.88688306777514	0.011654706613972382	1.94593354460091	0.005989262401230992	0.9952212885692144	0.9952212885692144
Phaffomycetaceae	Phaffomycetaceae	3.4591982449837047	0.011787148623512808	1.316994246609866	0.008950038053586518	0.9928589981547332	0.9952212885692144
Pichiaceae	Pichiaceae	5.020372101502358	0.011774221338790575	1.3526363333709968	0.008704646658017266	0.9930547845319415	0.9952212885692144
Pyriculariaceae	Pyriculariaceae	7.250257658034639	0.011761043817003254	1.3937970475535397	0.008438132250062381	0.9932674244513164	0.9952212885692144
Saccharomycetaceae	Saccharomycetaceae	21.678510319644605	0.01176067245245094	1.3738963928422605	0.0085600868549636	0.9931701222693756	0.9952212885692144
Schizosaccharomycetaceae	Schizosaccharomycetaceae	5.757162381359738	0.011780342685999262	1.3227370076068434	0.008906035453950743	0.9928941057503766	0.9952212885692144
Sclerotiniaceae	Sclerotiniaceae	7.345033733262302	0.011758146049416301	1.4109024141455422	0.008333776972475565	0.9933506849884353	0.9952212885692144
Sordariaceae	Sordariaceae	6.07569585301845	0.011780417203527417	1.3238876143387865	0.008898351397759036	0.9929002364972436	0.9952212885692144
Trichomonascaceae	Trichomonascaceae	5.691124753104767	0.011781120936275008	1.3219774688527743	0.008911741095329549	0.9928895534878672	0.9952212885692144
Unikaryonidae	Unikaryonidae	6.242033084398466	0.011767832727282093	1.3691495763634187	0.0085949942434620525	0.9931422712276141	0.9952212885692144
Ustilaginaceae	Ustilaginaceae	2800.607808022277	-0.061445481586483816	2.3164529891320664	-0.0265256760550562	0.9788380542712704	0.9952212885692144
