x	y	value	x_condition	y_condition
GSM1022678	GSM1022678	1	Esophagus_EoE	Esophagus_EoE
GSM1022679	GSM1022678	0.9930803308895597	Esophagus_EoE	Esophagus_EoE
GSM1022680	GSM1022678	0.9966676131820214	Esophagus_EoE	Esophagus_EoE
GSM1022681	GSM1022678	0.9959389038634322	Esophagus_EoE	Esophagus_EoE
GSM1022682	GSM1022678	0.5682972457352374	Esophagus_EoE	Esophagus_EoE
GSM1022683	GSM1022678	0.5999568424356567	Esophagus_EoE	Esophagus_EoE
GSM1022684	GSM1022678	0.9951464544327745	Esophagus_GERD	Esophagus_EoE
GSM1022685	GSM1022678	0.9961230696933702	Esophagus_GERD	Esophagus_EoE
GSM1022686	GSM1022678	0.9940853566778548	Esophagus_GERD	Esophagus_EoE
GSM1022687	GSM1022678	0.9947507419561495	Esophagus_GERD	Esophagus_EoE
GSM1022688	GSM1022678	0.9973104871441286	Esophagus_GERD	Esophagus_EoE
GSM1022689	GSM1022678	0.9964384232432874	Esophagus_GERD	Esophagus_EoE
GSM1022690	GSM1022678	0.9942458462202401	Esophagus_Control	Esophagus_EoE
GSM1022691	GSM1022678	0.9934175623366671	Esophagus_Control	Esophagus_EoE
GSM1022692	GSM1022678	0.9958514356645869	Esophagus_Control	Esophagus_EoE
GSM1022693	GSM1022678	0.7331192634208443	Esophagus_Control	Esophagus_EoE
GSM1022694	GSM1022678	0.9941279421626837	Esophagus_Control	Esophagus_EoE
GSM1022695	GSM1022678	0.9951418221763068	Esophagus_Control	Esophagus_EoE
GSM1385778	GSM1022678	0.8480172437615723	Esophagus_Control	Esophagus_EoE
GSM1385779	GSM1022678	0.8434869049470204	Esophagus_Control	Esophagus_EoE
GSM1385780	GSM1022678	0.8439217471437933	Esophagus_Control	Esophagus_EoE
GSM1385781	GSM1022678	0.8463104367984184	Esophagus_Control	Esophagus_EoE
GSM1385782	GSM1022678	0.8455235440330089	Esophagus_Control	Esophagus_EoE
GSM1385783	GSM1022678	0.7623944142372749	Esophagus_Control	Esophagus_EoE
GSM1415906	GSM1022678	0.8327854636116045	Esophagus_Control	Esophagus_EoE
GSM1415907	GSM1022678	0.8218134478275547	Esophagus_Control	Esophagus_EoE
GSM1415908	GSM1022678	0.9419065582387683	Esophagus_Control	Esophagus_EoE
GSM1415909	GSM1022678	0.9380459582539191	Esophagus_Control	Esophagus_EoE
GSM1415910	GSM1022678	0.9426735035540883	Esophagus_Control	Esophagus_EoE
GSM1415911	GSM1022678	0.9172860860017751	Esophagus_Control	Esophagus_EoE
GSM1415912	GSM1022678	0.9609667070829545	Esophagus_EoE	Esophagus_EoE
GSM1415913	GSM1022678	0.9613713837998024	Esophagus_EoE	Esophagus_EoE
GSM1415914	GSM1022678	0.958191684923573	Esophagus_EoE	Esophagus_EoE
GSM1415915	GSM1022678	0.960274616581112	Esophagus_EoE	Esophagus_EoE
