group	factor	Human transcriptome
Blood_CD4_EoE	Factor1	2.7376641741292618
Blood_CD4_EoE	Factor2	0.03647076064545729
Blood_CD4_EoE	Factor3	0.027332306366179004
Blood_CD4_EoE	Factor4	0.029696809881385455
Blood_CD4_EoE	Factor5	0.00483167673158702
Esophagus_ESCs_Control	Factor1	32.80533478565837
Esophagus_ESCs_Control	Factor2	0.7357116212115322
Esophagus_ESCs_Control	Factor3	0.5258665324502809
Esophagus_ESCs_Control	Factor4	0.43416849380606415
Esophagus_ESCs_Control	Factor5	0.22244819813466155
