feature	factor	value	view
BST2	Factor3	0.024038492282963043	Human transcriptome
BTAF1	Factor3	0.12070935670237196	Human transcriptome
BTBD1	Factor3	0.08650480086704072	Human transcriptome
BTBD10	Factor3	-0.0013615468840299562	Human transcriptome
BTBD11	Factor3	-1.3598852648745286e-4	Human transcriptome
BTBD19	Factor3	-5.581365560240622e-4	Human transcriptome
BTBD2	Factor3	0.0554044177679583	Human transcriptome
BTBD3	Factor3	0.0417167935482266	Human transcriptome
BTBD6	Factor3	0.017141590629872874	Human transcriptome
BTBD7	Factor3	0.06390725969205671	Human transcriptome
BTBD8	Factor3	0.004761608237618564	Human transcriptome
BTBD9	Factor3	0.03071576245190853	Human transcriptome
BTD	Factor3	0.03966286914166209	Human transcriptome
BTF3	Factor3	0.13413454071149802	Human transcriptome
BTF3L4	Factor3	-4.64148303157002e-4	Human transcriptome
BTG1	Factor3	0.2485712046488642	Human transcriptome
BTG2	Factor3	0.06710393116338902	Human transcriptome
BTG3	Factor3	0.01602238795587443	Human transcriptome
BTK	Factor3	1.0452508752217555e-5	Human transcriptome
BTN2A1	Factor3	3.9461214707271135e-4	Human transcriptome
BTN2A2	Factor3	0.0015072420698990245	Human transcriptome
BTN3A1	Factor3	0.07883211356896032	Human transcriptome
BTN3A2	Factor3	0.05368882050829891	Human transcriptome
BTN3A3	Factor3	0.0025871680449793726	Human transcriptome
BTRC	Factor3	0.05931591457743693	Human transcriptome
BUB1	Factor3	0.002391660725075708	Human transcriptome
BUB1B	Factor3	6.936524250578789e-4	Human transcriptome
BUB3	Factor3	0.08851506028295991	Human transcriptome
BUD13	Factor3	0.017139548300032656	Human transcriptome
BUD31	Factor3	-0.0026876674404192613	Human transcriptome
BYSL	Factor3	-0.024408416966671405	Human transcriptome
BZW1	Factor3	0.0020904586621619627	Human transcriptome
BZW2	Factor3	0.05519568503095253	Human transcriptome
C10orf10	Factor3	0.011704270585614707	Human transcriptome
C10orf2	Factor3	-0.019131949282274237	Human transcriptome
C10orf54	Factor3	0.09686218909256313	Human transcriptome
C10orf76	Factor3	3.8444487261274954e-4	Human transcriptome
C10orf99	Factor3	1.517575641649667e-4	Human transcriptome
C11orf1	Factor3	0.013514142945339133	Human transcriptome
C11orf24	Factor3	-0.003132273980958322	Human transcriptome
C11orf49	Factor3	0.021980459538656107	Human transcriptome
C11orf54	Factor3	0.01948357887430244	Human transcriptome
C11orf57	Factor3	0.028768904307821343	Human transcriptome
C11orf58	Factor3	0.039286585269269175	Human transcriptome
C11orf68	Factor3	0.035941502827741965	Human transcriptome
C11orf80	Factor3	0.0019650410000651122	Human transcriptome
C11orf84	Factor3	-4.139811671409481e-5	Human transcriptome
C11orf95	Factor3	0.021433078015237667	Human transcriptome
C12orf10	Factor3	0.017143353689926318	Human transcriptome
C12orf29	Factor3	5.412381661185011e-5	Human transcriptome
C12orf4	Factor3	0.01806562561108486	Human transcriptome
C12orf43	Factor3	2.304857326977661e-5	Human transcriptome
C12orf45	Factor3	0.017313109003053627	Human transcriptome
C12orf49	Factor3	0.04570721045116309	Human transcriptome
C12orf57	Factor3	0.0019517742832973885	Human transcriptome
C12orf65	Factor3	0.026334381862164705	Human transcriptome
C12orf66	Factor3	0.006136432508497413	Human transcriptome
C12orf75	Factor3	0.018995655424449625	Human transcriptome
C12orf76	Factor3	0.008344411000968638	Human transcriptome
C14orf1	Factor3	0.038441347556898535	Human transcriptome
C14orf119	Factor3	0.030485686268069134	Human transcriptome
C14orf132	Factor3	0.0032113107849215394	Human transcriptome
C14orf159	Factor3	0.038206011191105824	Human transcriptome
C14orf166	Factor3	0.05784481796394008	Human transcriptome
C14orf169	Factor3	-2.9286616824343754e-4	Human transcriptome
C14orf2	Factor3	0.029993755147572493	Human transcriptome
C14orf79	Factor3	0.017173726309691384	Human transcriptome
C14orf93	Factor3	0.0071811650018084585	Human transcriptome
C15orf39	Factor3	-2.2731734308204147e-4	Human transcriptome
C15orf40	Factor3	0.026327607727331018	Human transcriptome
C15orf41	Factor3	0.03113046701069352	Human transcriptome
C15orf48	Factor3	5.993000228038445e-5	Human transcriptome
C15orf52	Factor3	0.04380981639251852	Human transcriptome
C15orf57	Factor3	0.011608151535429578	Human transcriptome
C16orf45	Factor3	0.015994608863458472	Human transcriptome
C16orf52	Factor3	0.03314649405589857	Human transcriptome
C16orf58	Factor3	0.019334933097857204	Human transcriptome
C16orf62	Factor3	0.03978242708014158	Human transcriptome
C16orf70	Factor3	-1.0140620150779278e-4	Human transcriptome
C16orf72	Factor3	-5.415646323041501e-5	Human transcriptome
C16orf87	Factor3	8.154696334659533e-5	Human transcriptome
C16orf91	Factor3	2.4078913740290713e-4	Human transcriptome
C17orf51	Factor3	3.17191584398974e-4	Human transcriptome
C17orf58	Factor3	0.019144411197861904	Human transcriptome
C17orf62	Factor3	0.02663654642081834	Human transcriptome
C17orf75	Factor3	0.01786628069982027	Human transcriptome
C17orf80	Factor3	0.02831431119177032	Human transcriptome
C17orf89	Factor3	0.003149866833879607	Human transcriptome
C18orf21	Factor3	0.018586636785216788	Human transcriptome
C18orf25	Factor3	-0.0029138871673238488	Human transcriptome
C18orf8	Factor3	0.006064196627986369	Human transcriptome
C19orf12	Factor3	9.502303318834009e-4	Human transcriptome
C19orf24	Factor3	8.27652905351672e-4	Human transcriptome
C19orf25	Factor3	0.0044522808827827665	Human transcriptome
C19orf43	Factor3	0.09744931094843591	Human transcriptome
C19orf47	Factor3	4.669781386805913e-5	Human transcriptome
C19orf48	Factor3	0.02293489969563192	Human transcriptome
C19orf52	Factor3	0.005129563067544967	Human transcriptome
C19orf53	Factor3	0.03363073589663996	Human transcriptome
C19orf54	Factor3	0.015389929575502719	Human transcriptome
C19orf60	Factor3	5.916075456438167e-5	Human transcriptome
C19orf66	Factor3	0.009773897812320843	Human transcriptome
C19orf70	Factor3	0.005327915632884372	Human transcriptome
C1D	Factor3	0.010663631052884584	Human transcriptome
C1GALT1	Factor3	0.001008160168131022	Human transcriptome
C1GALT1C1	Factor3	0.03300161392978697	Human transcriptome
C1orf106	Factor3	2.7281230219066154e-4	Human transcriptome
C1orf109	Factor3	0.019299637237066597	Human transcriptome
C1orf116	Factor3	-2.23529002408058e-5	Human transcriptome
C1orf122	Factor3	0.00308476536773706	Human transcriptome
C1orf123	Factor3	0.0485212484868475	Human transcriptome
C1orf131	Factor3	0.01691828063768066	Human transcriptome
C1orf132	Factor3	0.004286126935365173	Human transcriptome
C1orf159	Factor3	-5.0180149605597405e-5	Human transcriptome
C1orf162	Factor3	2.182443381641616e-5	Human transcriptome
C1orf174	Factor3	0.008227251313171983	Human transcriptome
C1orf198	Factor3	-0.024894936519619566	Human transcriptome
C1orf21	Factor3	0.09755696355461702	Human transcriptome
C1orf216	Factor3	1.355097373527599e-4	Human transcriptome
C1orf27	Factor3	1.6525207253078952e-4	Human transcriptome
C1orf35	Factor3	1.745170872284293e-4	Human transcriptome
C1orf43	Factor3	0.06909043331988393	Human transcriptome
C1orf52	Factor3	0.0011729334683183935	Human transcriptome
C1orf74	Factor3	0.0010390096892735712	Human transcriptome
C1QBP	Factor3	0.062139623422123536	Human transcriptome
C1QL1	Factor3	0.005570105616226976	Human transcriptome
C1QTNF1	Factor3	4.8099803545989766e-4	Human transcriptome
C1QTNF6	Factor3	0.046765577686705306	Human transcriptome
C1R	Factor3	0.03156341093946173	Human transcriptome
C1RL	Factor3	0.04470045798231415	Human transcriptome
C1RL-AS1	Factor3	0.013947233866330622	Human transcriptome
C1S	Factor3	-7.625036356145107e-4	Human transcriptome
C20orf194	Factor3	0.02934739675239245	Human transcriptome
C20orf24	Factor3	0.015617523463532816	Human transcriptome
C20orf27	Factor3	0.00202098080508445	Human transcriptome
C21orf2	Factor3	0.002744764181066005	Human transcriptome
C21orf59	Factor3	0.007161577317437383	Human transcriptome
C21orf91	Factor3	-1.1686292234451793e-4	Human transcriptome
C22orf29	Factor3	0.0025125194000833063	Human transcriptome
C22orf39	Factor3	0.0283119312986756	Human transcriptome
C22orf46	Factor3	0.03158153100466289	Human transcriptome
C2CD2	Factor3	0.012331530666328727	Human transcriptome
C2CD2L	Factor3	-4.615514777439009e-5	Human transcriptome
C2CD3	Factor3	-0.004173788704174959	Human transcriptome
C2CD5	Factor3	0.08801075493917558	Human transcriptome
C2orf42	Factor3	0.017402793220206943	Human transcriptome
C2orf47	Factor3	0.017798295024565678	Human transcriptome
C2orf49	Factor3	0.03908998454586964	Human transcriptome
C2orf54	Factor3	-3.599450120943144e-5	Human transcriptome
C2orf68	Factor3	0.04914094850253917	Human transcriptome
C2orf69	Factor3	0.018503805031566817	Human transcriptome
C3	Factor3	0.0708600439752149	Human transcriptome
C3AR1	Factor3	-4.010796790429085e-5	Human transcriptome
C3orf14	Factor3	0.011766985860207479	Human transcriptome
C3orf38	Factor3	4.61454019346027e-4	Human transcriptome
C3orf52	Factor3	2.0519020092271987e-5	Human transcriptome
C3orf58	Factor3	0.026488215363398276	Human transcriptome
C3orf62	Factor3	0.009089300239606858	Human transcriptome
C3orf67	Factor3	0.005744324926341251	Human transcriptome
C4orf3	Factor3	0.01906137104595296	Human transcriptome
C4orf32	Factor3	0.0031422265938708728	Human transcriptome
C4orf33	Factor3	0.008218393912469417	Human transcriptome
C4orf46	Factor3	0.012873787261548347	Human transcriptome
C5	Factor3	0.011607497600035327	Human transcriptome
C5AR1	Factor3	-3.357131853250523e-5	Human transcriptome
C5orf15	Factor3	0.046747420090305934	Human transcriptome
C5orf22	Factor3	0.040863122173403627	Human transcriptome
C5orf24	Factor3	-5.15132950063092e-4	Human transcriptome
C5orf30	Factor3	-4.6649832696526335e-5	Human transcriptome
C5orf42	Factor3	0.07057618932978618	Human transcriptome
C5orf45	Factor3	0.02113815701588622	Human transcriptome
C5orf51	Factor3	0.0290611357690968	Human transcriptome
C5orf56	Factor3	5.806733333473922e-4	Human transcriptome
C6orf1	Factor3	0.014683070257127197	Human transcriptome
C6orf106	Factor3	0.06995690647833024	Human transcriptome
C6orf120	Factor3	0.041889010539229	Human transcriptome
C6orf132	Factor3	-0.003260800116906877	Human transcriptome
C6orf136	Factor3	0.013907698682344358	Human transcriptome
C6orf203	Factor3	0.016205981854000146	Human transcriptome
C6orf25	Factor3	3.8066526575591315e-6	Human transcriptome
C6orf47	Factor3	-5.143869137640337e-5	Human transcriptome
C6orf48	Factor3	0.030515430744028006	Human transcriptome
C6orf62	Factor3	-0.0059538228765938835	Human transcriptome
C6orf89	Factor3	0.1350673717477127	Human transcriptome
C7	Factor3	4.2111130809437606e-5	Human transcriptome
C7orf26	Factor3	0.016626034647539013	Human transcriptome
C7orf43	Factor3	2.056282276447756e-4	Human transcriptome
C7orf49	Factor3	0.016400796113314298	Human transcriptome
C7orf50	Factor3	0.018905309465953368	Human transcriptome
C7orf73	Factor3	0.10036307522487051	Human transcriptome
C8orf33	Factor3	2.668804138338999e-4	Human transcriptome
C8orf59	Factor3	0.017940957142616547	Human transcriptome
C8orf82	Factor3	0.03786639254145974	Human transcriptome
C9orf142	Factor3	-5.637454658919224e-5	Human transcriptome
C9orf16	Factor3	0.021415790700910032	Human transcriptome
C9orf3	Factor3	-0.03782078881661256	Human transcriptome
C9orf40	Factor3	0.014537653711555932	Human transcriptome
C9orf64	Factor3	0.01089071270560504	Human transcriptome
C9orf69	Factor3	-1.1435893575618302e-4	Human transcriptome
C9orf72	Factor3	0.08693161723462914	Human transcriptome
C9orf78	Factor3	0.06503592521587825	Human transcriptome
C9orf85	Factor3	0.017583894713953344	Human transcriptome
CA1	Factor3	-2.1900815138972218e-5	Human transcriptome
CA12	Factor3	0.03467867901885991	Human transcriptome
CA2	Factor3	2.1891367979862302e-4	Human transcriptome
CA5B	Factor3	0.009848747626875294	Human transcriptome
CAAP1	Factor3	0.0016991306099574512	Human transcriptome
CAB39	Factor3	0.16977246653562758	Human transcriptome
CAB39L	Factor3	0.002290281799740182	Human transcriptome
CABIN1	Factor3	9.168310169394104e-4	Human transcriptome
CABLES1	Factor3	0.00424650479739899	Human transcriptome
CABLES2	Factor3	0.016736714701291205	Human transcriptome
CACFD1	Factor3	0.02382916980477279	Human transcriptome
CACHD1	Factor3	0.0018744550573254806	Human transcriptome
CACNA1C	Factor3	3.1893606370945505e-4	Human transcriptome
CACNA1H	Factor3	4.2086343935633717e-4	Human transcriptome
CACNB3	Factor3	0.026896599207793883	Human transcriptome
CACTIN	Factor3	-3.0164048418513756e-4	Human transcriptome
CACUL1	Factor3	3.247910788234655e-5	Human transcriptome
CACYBP	Factor3	0.06387762801814097	Human transcriptome
CAD	Factor3	-0.0015276810232130148	Human transcriptome
CADM1	Factor3	-4.008994643025657e-4	Human transcriptome
CADM4	Factor3	0.007103768455136113	Human transcriptome
CALB2	Factor3	-0.005247714988585162	Human transcriptome
CALCOCO1	Factor3	0.18490104905476856	Human transcriptome
CALCOCO2	Factor3	0.01907711246304751	Human transcriptome
CALD1	Factor3	0.006840713065727154	Human transcriptome
CALHM2	Factor3	0.01712386179238195	Human transcriptome
CALM1	Factor3	0.11159028847233865	Human transcriptome
CALM2	Factor3	-0.055353762775361866	Human transcriptome
CALM3	Factor3	0.007799808965670707	Human transcriptome
CALR	Factor3	0.01904511827248338	Human transcriptome
CALU	Factor3	-0.0055209830356082006	Human transcriptome
CAMK1D	Factor3	0.0015781410512022485	Human transcriptome
CAMK2D	Factor3	0.12271866421860113	Human transcriptome
CAMK2G	Factor3	0.07649025054184498	Human transcriptome
CAMK2N1	Factor3	0.15272364549749343	Human transcriptome
CAMK4	Factor3	7.861998032444664e-4	Human transcriptome
CAMKK1	Factor3	-0.0047767005747489785	Human transcriptome
CAMKK2	Factor3	0.042989246495836006	Human transcriptome
CAMLG	Factor3	0.062251639705261305	Human transcriptome
CAMSAP1	Factor3	0.0010949596967865288	Human transcriptome
CAMSAP2	Factor3	0.04396823568199466	Human transcriptome
CAMSAP3	Factor3	1.9152408339250627e-4	Human transcriptome
CAMTA1	Factor3	0.019790310921879665	Human transcriptome
CAMTA2	Factor3	8.536109599627794e-5	Human transcriptome
CAND1	Factor3	0.004745740656265441	Human transcriptome
CANT1	Factor3	0.05967923223933772	Human transcriptome
CANX	Factor3	-0.17173989073408677	Human transcriptome
CAP1	Factor3	-0.1358378997963629	Human transcriptome
CAP2	Factor3	4.836854376889772e-5	Human transcriptome
CAPG	Factor3	0.09268580431382423	Human transcriptome
CAPN1	Factor3	0.10975806853546986	Human transcriptome
CAPN10	Factor3	1.2023146888898499e-4	Human transcriptome
CAPN14	Factor3	-0.01740254205563242	Human transcriptome
CAPN15	Factor3	-0.025526005024556597	Human transcriptome
CAPN2	Factor3	0.032602628876099285	Human transcriptome
CAPN3	Factor3	0.012162672691778488	Human transcriptome
CAPN5	Factor3	6.44066089686213e-4	Human transcriptome
CAPN7	Factor3	9.647761805401965e-4	Human transcriptome
CAPNS1	Factor3	0.12227580025225059	Human transcriptome
CAPNS2	Factor3	7.620560181421007e-6	Human transcriptome
CAPRIN1	Factor3	0.1477499595617549	Human transcriptome
CAPRIN2	Factor3	0.05123385980088532	Human transcriptome
CAPZA1	Factor3	0.012582212865842197	Human transcriptome
CAPZA2	Factor3	-0.006456271724397873	Human transcriptome
CAPZB	Factor3	-0.01926430601640985	Human transcriptome
CARD10	Factor3	-2.4763633108983575e-4	Human transcriptome
CARD11	Factor3	6.556669588065272e-4	Human transcriptome
CARD16	Factor3	6.740641663869095e-4	Human transcriptome
CARD18	Factor3	-5.973934466873504e-6	Human transcriptome
CARD19	Factor3	2.1564691281222652e-4	Human transcriptome
CARD6	Factor3	0.0022911743154349976	Human transcriptome
CARD8	Factor3	0.010528919222107993	Human transcriptome
CARF	Factor3	0.025557972541987595	Human transcriptome
CARHSP1	Factor3	0.0851390165777323	Human transcriptome
CARM1	Factor3	3.517879190430212e-4	Human transcriptome
CARMIL1	Factor3	0.046538845954428205	Human transcriptome
CARMN	Factor3	-2.74703184699746e-4	Human transcriptome
CARNMT1	Factor3	0.026310238808722602	Human transcriptome
CARS	Factor3	-2.2237308314867926e-4	Human transcriptome
CARS2	Factor3	0.06737741483846968	Human transcriptome
CASC15	Factor3	-6.335049838356466e-4	Human transcriptome
CASC19	Factor3	0.001386025182217614	Human transcriptome
CASC3	Factor3	0.03970216693234151	Human transcriptome
CASC4	Factor3	0.04068549433397104	Human transcriptome
CASD1	Factor3	0.02525992249791211	Human transcriptome
CASK	Factor3	0.03815447446815719	Human transcriptome
CASKIN2	Factor3	4.0280922428185064e-4	Human transcriptome
CASP1	Factor3	0.037555420977757034	Human transcriptome
CASP10	Factor3	0.006709424293859654	Human transcriptome
CASP2	Factor3	0.02406285912350097	Human transcriptome
CASP3	Factor3	-3.398432730902545e-4	Human transcriptome
CASP4	Factor3	0.18344831449901103	Human transcriptome
CASP6	Factor3	0.018427180013587074	Human transcriptome
CASP7	Factor3	0.001186250259562994	Human transcriptome
CASP8	Factor3	0.055537572554554965	Human transcriptome
CASP8AP2	Factor3	0.030097190469810648	Human transcriptome
CASP9	Factor3	0.018173043598480834	Human transcriptome
CAST	Factor3	0.10298352260206703	Human transcriptome
CASZ1	Factor3	1.499008012826088e-4	Human transcriptome
CAT	Factor3	0.12583595501048855	Human transcriptome
CAV1	Factor3	0.028800463328445335	Human transcriptome
CAV2	Factor3	0.012808151193609209	Human transcriptome
CBFA2T2	Factor3	0.055568374273000896	Human transcriptome
CBFB	Factor3	-0.0036244902300824763	Human transcriptome
CBL	Factor3	5.752217146012788e-4	Human transcriptome
CBLB	Factor3	0.07172436977120915	Human transcriptome
CBLC	Factor3	2.2015538487935745e-4	Human transcriptome
CBLL1	Factor3	0.03675691619514239	Human transcriptome
CBLN3	Factor3	6.737388701306047e-4	Human transcriptome
CBR1	Factor3	0.03365756362664014	Human transcriptome
CBR4	Factor3	0.047888023406096936	Human transcriptome
CBWD1	Factor3	-1.197706057040159e-4	Human transcriptome
CBWD2	Factor3	4.693979586188042e-5	Human transcriptome
CBX1	Factor3	0.06624305637371905	Human transcriptome
CBX2	Factor3	9.205737246809786e-4	Human transcriptome
CBX3	Factor3	0.12300770494865033	Human transcriptome
CBX4	Factor3	0.007040434357769714	Human transcriptome
CBX5	Factor3	0.06724438932070359	Human transcriptome
CBX6	Factor3	0.04886879660005503	Human transcriptome
CBX7	Factor3	0.0065332123898346065	Human transcriptome
CBY1	Factor3	0.01893176641697968	Human transcriptome
CC2D1A	Factor3	1.5758107187947132e-4	Human transcriptome
CC2D1B	Factor3	6.037101600675617e-4	Human transcriptome
CC2D2A	Factor3	0.022033776255261726	Human transcriptome
CCAR1	Factor3	0.1223206655732585	Human transcriptome
CCAR2	Factor3	-0.03455784391822335	Human transcriptome
CCBE1	Factor3	0.0071187630276435656	Human transcriptome
CCDC102A	Factor3	0.006474205330936004	Human transcriptome
CCDC115	Factor3	0.07295983604653761	Human transcriptome
CCDC117	Factor3	0.05857380191983185	Human transcriptome
CCDC12	Factor3	0.006075761797680657	Human transcriptome
CCDC120	Factor3	3.712703482309216e-5	Human transcriptome
CCDC124	Factor3	-0.01776536633106372	Human transcriptome
CCDC125	Factor3	0.020790504786217454	Human transcriptome
CCDC126	Factor3	3.0769368995355e-6	Human transcriptome
CCDC127	Factor3	0.0308833780620951	Human transcriptome
CCDC130	Factor3	0.0023150081361314042	Human transcriptome
CCDC137	Factor3	-0.0012000670567237695	Human transcriptome
CCDC14	Factor3	0.11605390528391461	Human transcriptome
CCDC142	Factor3	-7.11326964752863e-5	Human transcriptome
CCDC167	Factor3	1.2044752633397524e-4	Human transcriptome
CCDC174	Factor3	0.04997827069435322	Human transcriptome
CCDC18	Factor3	0.00224468760364785	Human transcriptome
CCDC18-AS1	Factor3	0.0558955866030648	Human transcriptome
CCDC186	Factor3	4.0878113730081036e-4	Human transcriptome
CCDC191	Factor3	0.005493881383614761	Human transcriptome
CCDC22	Factor3	1.1483776259455204e-5	Human transcriptome
CCDC25	Factor3	0.04893753649672148	Human transcriptome
CCDC28A	Factor3	0.030322399399730054	Human transcriptome
CCDC3	Factor3	2.1402224511756117e-4	Human transcriptome
CCDC34	Factor3	0.008871930737990546	Human transcriptome
CCDC43	Factor3	-5.0161016076320196e-5	Human transcriptome
CCDC47	Factor3	0.09341323570310398	Human transcriptome
CCDC50	Factor3	0.09017842939601776	Human transcriptome
CCDC51	Factor3	0.01760940169978164	Human transcriptome
CCDC53	Factor3	0.039702293116344954	Human transcriptome
CCDC57	Factor3	2.3205981815461365e-4	Human transcriptome
CCDC58	Factor3	9.104487019898312e-4	Human transcriptome
CCDC59	Factor3	-3.846474681785773e-6	Human transcriptome
CCDC6	Factor3	0.03106719358169337	Human transcriptome
CCDC66	Factor3	7.538580904021382e-4	Human transcriptome
CCDC68	Factor3	0.004749306748774494	Human transcriptome
CCDC69	Factor3	0.08681013672614142	Human transcriptome
CCDC71	Factor3	1.482802399376766e-4	Human transcriptome
CCDC71L	Factor3	0.0025586373848891504	Human transcriptome
CCDC77	Factor3	0.011142427651817166	Human transcriptome
CCDC80	Factor3	0.005660383427413816	Human transcriptome
CCDC82	Factor3	0.0035494252081237246	Human transcriptome
CCDC84	Factor3	4.6600970997878163e-4	Human transcriptome
CCDC85B	Factor3	0.005977894870749025	Human transcriptome
CCDC85C	Factor3	0.03501199886609716	Human transcriptome
CCDC86	Factor3	-0.016476996671471036	Human transcriptome
CCDC88A	Factor3	0.012295525939670595	Human transcriptome
CCDC88B	Factor3	0.0047237050759664535	Human transcriptome
CCDC88C	Factor3	0.0029058437509914023	Human transcriptome
CCDC9	Factor3	9.793984348422994e-5	Human transcriptome
CCDC90B	Factor3	0.07143360278405907	Human transcriptome
CCDC91	Factor3	-3.575343644786895e-4	Human transcriptome
CCDC92	Factor3	0.003726928704540944	Human transcriptome
CCDC93	Factor3	0.12626907462907375	Human transcriptome
CCDC94	Factor3	-1.0742627579568863e-4	Human transcriptome
CCDC97	Factor3	-6.379901568216466e-5	Human transcriptome
CCHCR1	Factor3	0.004524135973916215	Human transcriptome
CCL11	Factor3	4.571022844685523e-5	Human transcriptome
CCL2	Factor3	6.579335955089908e-5	Human transcriptome
CCL26	Factor3	1.423226796054181e-4	Human transcriptome
CCL4	Factor3	-7.212765231776989e-6	Human transcriptome
CCL5	Factor3	1.1623086047113761e-4	Human transcriptome
CCM2	Factor3	2.62453523983977e-5	Human transcriptome
CCNA2	Factor3	0.0010850413272418089	Human transcriptome
CCNB1	Factor3	0.017432492014123318	Human transcriptome
CCNB1IP1	Factor3	0.06330297572847396	Human transcriptome
CCNB2	Factor3	0.002470962038460396	Human transcriptome
CCNC	Factor3	0.0696705506131173	Human transcriptome
CCND1	Factor3	0.055269632986927754	Human transcriptome
CCND2	Factor3	0.11408333147197489	Human transcriptome
CCND2-AS2	Factor3	2.3081504541935322e-4	Human transcriptome
CCND3	Factor3	-0.0019496671249787185	Human transcriptome
CCNDBP1	Factor3	1.4517717101810703e-4	Human transcriptome
CCNE1	Factor3	0.010810144378735757	Human transcriptome
CCNF	Factor3	-8.540594764244088e-4	Human transcriptome
CCNG1	Factor3	0.192942138525162	Human transcriptome
CCNG2	Factor3	0.21184634749782397	Human transcriptome
CCNH	Factor3	7.078623574658745e-4	Human transcriptome
CCNI	Factor3	0.0912022921493168	Human transcriptome
CCNJ	Factor3	7.919014673459422e-4	Human transcriptome
CCNJL	Factor3	1.8576022981376468e-4	Human transcriptome
CCNK	Factor3	2.5798371564066846e-4	Human transcriptome
CCNL1	Factor3	0.13929604123067885	Human transcriptome
CCNL2	Factor3	0.13113076458197684	Human transcriptome
CCNT1	Factor3	-2.8471788957104506e-4	Human transcriptome
CCNT2	Factor3	0.0019449513059431722	Human transcriptome
CCNY	Factor3	0.05729309097764373	Human transcriptome
CCNYL1	Factor3	0.017389001246871396	Human transcriptome
CCP110	Factor3	0.03246571173575837	Human transcriptome
CCPG1	Factor3	-2.7208300757438595e-4	Human transcriptome
CCR1	Factor3	-2.1091017530220628e-5	Human transcriptome
CCR3	Factor3	7.50581179244017e-6	Human transcriptome
CCR7	Factor3	-8.784796498180338e-5	Human transcriptome
CCS	Factor3	0.014872093360838211	Human transcriptome
CCSAP	Factor3	0.026113351073707138	Human transcriptome
CCSER2	Factor3	3.4266434206707807e-4	Human transcriptome
CCT2	Factor3	0.09266296763289492	Human transcriptome
CCT3	Factor3	-0.006481299101118496	Human transcriptome
CCT4	Factor3	0.006004325989523037	Human transcriptome
CCT5	Factor3	0.0025315059631133346	Human transcriptome
CCT6A	Factor3	0.14529856161256255	Human transcriptome
CCT7	Factor3	0.00411882867184938	Human transcriptome
CCT8	Factor3	0.10369211068297374	Human transcriptome
CCZ1	Factor3	0.0021891451992008277	Human transcriptome
CD109	Factor3	0.132779139599407	Human transcriptome
CD14	Factor3	4.9563686516750227e-5	Human transcriptome
CD151	Factor3	0.04369812628059831	Human transcriptome
CD163	Factor3	-6.553497121577428e-5	Human transcriptome
CD164	Factor3	0.16867324935965064	Human transcriptome
CD1D	Factor3	5.178828565203908e-5	Human transcriptome
CD2	Factor3	-1.308489703230319e-4	Human transcriptome
CD22	Factor3	-1.6445200830280526e-5	Human transcriptome
CD24	Factor3	0.013023066416685223	Human transcriptome
CD244	Factor3	1.065398939443897e-4	Human transcriptome
CD247	Factor3	-1.9127865851231786e-4	Human transcriptome
CD248	Factor3	-0.0015096881076528412	Human transcriptome
CD27	Factor3	6.613840602181575e-5	Human transcriptome
CD27-AS1	Factor3	0.012469814256686591	Human transcriptome
CD276	Factor3	0.04797856798044044	Human transcriptome
CD28	Factor3	-1.3479327427209185e-4	Human transcriptome
CD2AP	Factor3	0.025639999504555897	Human transcriptome
CD2BP2	Factor3	4.361075930927878e-4	Human transcriptome
CD300C	Factor3	2.11222828003981e-7	Human transcriptome
CD320	Factor3	-2.4269615594398672e-5	Human transcriptome
CD33	Factor3	-4.180480649699248e-5	Human transcriptome
CD36	Factor3	0.0034427532097307738	Human transcriptome
CD37	Factor3	0.001498941042572883	Human transcriptome
CD3E	Factor3	-1.7520469311341788e-4	Human transcriptome
CD3EAP	Factor3	-4.319087125721664e-4	Human transcriptome
CD4	Factor3	1.0163347699038288e-4	Human transcriptome
CD40	Factor3	0.01829394829774598	Human transcriptome
CD44	Factor3	0.027927113100775655	Human transcriptome
CD46	Factor3	0.13226276509486082	Human transcriptome
CD47	Factor3	0.14754724430645427	Human transcriptome
CD5	Factor3	-2.2189752012365094e-4	Human transcriptome
CD52	Factor3	7.223011731654736e-5	Human transcriptome
CD55	Factor3	-0.0060124372503364745	Human transcriptome
CD58	Factor3	-3.227150709844746e-4	Human transcriptome
CD59	Factor3	0.16164301778575738	Human transcriptome
CD6	Factor3	-4.1072102482276967e-4	Human transcriptome
CD63	Factor3	0.10210224434519086	Human transcriptome
CD74	Factor3	-2.8154857544587694e-4	Human transcriptome
CD79A	Factor3	8.515433799046089e-5	Human transcriptome
CD81	Factor3	0.07940665223347106	Human transcriptome
CD82	Factor3	0.05621521546367115	Human transcriptome
CD83	Factor3	0.004634243092152236	Human transcriptome
CD86	Factor3	-3.9024293022202264e-5	Human transcriptome
CD8A	Factor3	-6.306939340228391e-6	Human transcriptome
CD9	Factor3	0.05570254742743904	Human transcriptome
CD93	Factor3	-2.5640246724892215e-4	Human transcriptome
CD96	Factor3	-2.7792516863010217e-4	Human transcriptome
CD99L2	Factor3	0.002822595682816106	Human transcriptome
CDA	Factor3	-2.2827951620839592e-4	Human transcriptome
CDAN1	Factor3	0.028063579799041314	Human transcriptome
CDC123	Factor3	0.04309436438372716	Human transcriptome
CDC14A	Factor3	6.089093774883283e-4	Human transcriptome
CDC14B	Factor3	0.024497795651262602	Human transcriptome
CDC16	Factor3	0.0736396333467158	Human transcriptome
CDC20	Factor3	0.004073601223383865	Human transcriptome
