group	factor	Human transcriptome
Blood_GERD	Factor1	0.2554425173265096
Blood_GERD	Factor2	0.7303958849931957
Blood_GERD	Factor3	-1.2498128854714796
Blood_GERD	Factor4	0.02623981109093343
Esophagus_fibroblasts_EoE	Factor1	1.2626003223052296
Esophagus_fibroblasts_EoE	Factor2	0.5952478349998569
Esophagus_fibroblasts_EoE	Factor3	1.7353842876378311
Esophagus_fibroblasts_EoE	Factor4	0.055268455834556196
